1	tt10682774:-	tt1369995:-	tt1370592:-	tt1371266:-	tt1372987:-	tt1374377:-	tt1375141:-	tt1375950:-	tt1376612:-	tt1379451:-	tt1379911:-	
2	tt1380554:-	tt1381197:-	tt1383642:-	tt1383991:-	tt1384696:-	tt1385216:-	tt1386211:-	tt1386842:-	tt1388578:-	tt1389250:-	tt1390070:-	tt1390655:-	tt1391307:-	tt1393494:-	tt1394008:-	tt1394742:-	tt1395481:-	
3	tt1709620:-	tt1710819:-	tt1711273:-	tt1711916:-	tt1712472:-	tt1713872:-	tt1714561:-	tt1715676:-	tt1716294:-	tt1716677:-	
4	tt1717095:-	tt1724895:-	tt1725591:-	tt1727195:-	tt1727750:-	tt1728565:-	tt1729137:-	tt1730031:-	tt1730655:-	tt1731939:-	
