1	tt2142830:-	tt2215436:-	tt2215438:-	tt2215442:-	tt2215444:-	tt2215446:-	tt2215450:-	tt2215452:-	tt2215454:-	tt2215456:-	tt2215458:-	tt2215460:-	tt2215462:-	
2	tt2200764:-	tt2200768:-	tt2200770:-	tt2200772:-	tt2200774:-	tt2200776:-	tt2200780:-	tt2200782:-	tt2200784:-	tt2200786:-	tt2200788:-	tt2200790:-	tt2200792:-	tt2200794:-	
3	tt2240248:-	tt2240250:-	tt2240252:-	tt2240254:-	tt2240256:-	tt2240258:-	tt2240260:-	tt2240262:-	tt2240264:-	tt2240266:-	tt2240268:-	tt2240270:-	tt2240272:-	tt2240274:-	
