1	tt1599387:-	tt1599388:-	tt1599389:-	tt1599390:-	tt1599391:-	tt1599392:-	tt1599393:-	tt1599394:-	tt1602624:-	tt1623061:-	tt1623062:-	tt1623063:-	tt1623065:-	tt1623066:-	tt1623067:-	tt1623068:-	tt1623070:-	tt1623071:-	tt1623072:-	tt1623073:-	tt1623074:-	tt1623075:-	tt1623076:-	tt1623077:-	tt1623078:-	tt1623079:-	tt1623080:-	tt1623081:-	tt1623082:-	tt1623083:-	tt1623085:-	tt1623086:-	tt1623794:-	tt1623795:-	tt1623796:-	tt1623797:-	tt1641421:-	tt1658088:-	tt1658089:-	tt1658090:-	tt1658091:-	tt1658092:-	tt1658093:-	tt1658094:-	tt1658095:-	tt1658096:-	tt1658097:-	tt1658098:-	tt1658099:-	
2	tt1719082:-	tt1719083:-	tt1719084:-	tt1719085:-	tt1719086:-	tt1719087:-	tt1719088:-	tt1719089:-	tt1719090:-	tt1719091:-	tt1719092:-	tt1719093:-	tt1725160:-	tt1725161:-	tt1725162:-	tt1725163:-	tt1725164:-	tt1725165:-	tt1725166:-	tt1725167:-	tt1739307:-	tt1739308:-	tt1739309:-	tt1739310:-	tt1739311:-	tt1739312:-	tt1739313:-	tt1739314:-	tt1740839:-	tt1740840:-	tt1741720:-	tt2288185:-	tt2288187:-	tt2288189:-	tt2288191:-	tt2288193:-	tt2382983:-	tt2386385:-	tt2386387:-	tt2386389:-	tt2386391:-	tt2387635:-	tt2387637:-	tt2387639:-	tt2387641:-	tt2390401:-	tt2392513:-	tt2392515:-	tt2392517:-	
4	tt2170798:-	tt2170802:-	tt2170812:-	tt2170836:-	
3	tt2390383:-	tt2390385:-	tt2390387:-	tt2390389:-	tt2390391:-	tt2390393:-	tt2390395:-	tt2390397:-	tt2390399:-	tt2390403:-	tt2390405:-	tt2390407:-	tt2390409:-	tt2390411:-	tt2390413:-	tt2390415:-	tt2390417:-	tt2390419:-	tt2390421:-	tt2390423:-	tt2390425:-	tt2390427:-	tt2391897:-	tt2391899:-	tt2391901:-	tt2391903:-	tt2392495:-	tt2392497:-	tt2392501:-	tt2392503:-	tt2392505:-	tt2392507:-	tt2392509:-	tt2392511:-	tt2392519:-	tt2392521:-	tt2392523:-	tt2392525:-	tt2392527:-	tt2392529:-	tt2392531:-	tt2392533:-	tt2392535:-	tt2392537:-	tt2392539:-	tt2392541:-	tt2392543:-	tt2392545:-	tt2394103:-	
