1	tt0574032:8.0	tt0574036:7.6	tt0574040:7.1	tt0574045:7.5	tt0574048:7.3	tt0574053:7.2	tt0574057:7.5	tt0574061:7.9	tt0574062:7.5	tt0574065:7.3	tt0574067:7.4	tt0574072:8.0	tt0574079:7.4	tt0574085:7.6	tt0574086:7.6	tt0574087:7.5	tt0574090:7.6	tt0574093:7.3	tt0574096:7.6	tt0574098:7.6	tt0574099:7.1	tt0574103:7.7	tt0574104:7.6	
3	tt0574033:7.8	tt0574035:7.7	tt0574037:7.9	tt0574041:7.7	tt0574050:8.0	tt0574052:8.1	tt0574054:7.8	tt0574059:8.0	tt0574060:8.2	tt0574068:8.0	tt0574070:8.3	tt0574075:8.2	tt0574076:8.1	tt0574078:8.1	tt0574081:7.8	tt0574082:8.3	tt0574083:8.1	tt0574092:8.3	tt0574094:8.3	tt0574095:7.3	tt0574105:8.3	tt0785353:7.7	
4	tt0574034:7.7	tt0574042:7.7	tt0574056:7.8	tt0574058:8.4	tt0574071:8.0	tt0574073:7.9	tt0574074:7.9	tt0574080:8.0	tt0574091:8.1	tt0763915:7.7	tt0763916:8.0	tt0763917:8.1	tt0763918:8.1	tt0763919:7.9	tt0763920:8.0	tt0763921:8.1	tt0763922:7.8	tt0771418:7.9	tt0773867:8.0	tt0779367:8.7	tt0783921:9.1	tt0783922:7.8	
2	tt0574038:7.5	tt0574039:7.2	tt0574043:7.7	tt0574044:7.5	tt0574046:8.3	tt0574047:7.4	tt0574049:7.2	tt0574051:8.0	tt0574055:7.9	tt0574063:7.6	tt0574064:7.6	tt0574066:7.4	tt0574069:7.5	tt0574077:8.1	tt0574084:8.2	tt0574088:7.9	tt0574089:8.2	tt0574097:8.0	tt0574100:7.6	tt0574101:7.1	tt0574102:8.0	tt0574106:8.2	
