5	tt0577421:7.9	tt0577438:7.9	tt0577444:7.4	tt0577451:7.4	tt0577458:7.9	tt0577460:7.4	tt0577461:8.7	tt0577464:7.7	tt0792010:8.2	tt0792019:8.6	tt0792020:7.9	tt0793813:7.8	tt0793814:7.7	
3	tt0577423:7.7	tt0577426:7.7	tt0577427:7.5	tt0577430:7.6	tt0577431:7.9	tt0577433:7.7	tt0577436:8.1	tt0577437:7.0	tt0577439:6.8	tt0577449:7.5	tt0577454:8.3	tt0577456:7.4	tt0792000:8.3	tt0792006:8.5	tt0792011:7.1	tt0792014:6.9	tt0792017:8.1	tt0792018:7.9	tt0793809:7.9	tt0793810:7.0	tt0793815:7.9	tt0793822:6.8	tt0793825:8.3	
1	tt0577424:8.3	tt0577425:7.9	tt0577448:7.8	tt0577452:7.3	tt0793817:8.4	tt0793824:7.8	
4	tt0577428:6.8	tt0577432:7.3	tt0577443:6.9	tt0577445:5.5	tt0577446:7.7	tt0577447:7.1	tt0577453:8.2	tt0577457:7.6	tt0577462:8.2	tt0791998:8.3	tt0792001:7.3	tt0792002:6.7	tt0792003:7.1	tt0792004:8.7	tt0792005:7.6	tt0792007:7.7	tt0792008:7.5	tt0792009:7.8	tt0792016:7.9	tt0793812:7.3	tt0793819:7.7	tt0793823:8.2	
2	tt0577429:7.5	tt0577434:7.6	tt0577435:7.7	tt0577440:7.1	tt0577441:7.8	tt0577442:7.7	tt0577450:8.1	tt0577455:8.0	tt0577459:7.9	tt0577463:8.2	tt0577465:7.4	tt0782297:8.1	tt0791997:7.2	tt0791999:7.9	tt0792012:7.7	tt0792013:7.6	tt0792015:7.5	tt0793811:7.0	tt0793816:8.2	tt0793818:8.3	tt0793820:7.6	tt0793821:7.3	
