1	tt12759632:-	tt12870070:-	tt12881566:-	tt12881578:-	tt12881580:-	tt12881582:-	tt12881584:-	tt12881588:-	tt12881592:-	tt12881596:-	tt14506398:-	tt14693642:-	tt14693644:-	tt14693646:-	tt14693648:-	tt14693654:-	tt8513204:-	tt8519572:-	tt8519640:-	tt8519824:-	tt8520072:-	
2	tt14693656:-	tt14693662:-	tt14693668:-	tt14693670:-	tt14693672:-	tt14693674:-	tt14693676:-	tt14693680:-	tt14693684:-	tt14693690:-	tt14693692:-	tt14693694:-	tt14693696:-	tt14693700:-	tt14693704:-	tt14693706:-	tt14693708:-	tt14693714:-	tt14693716:-	tt14693718:-	tt14693720:-	tt9654708:-	tt9654728:-	tt9654738:-	
3	tt14693724:-	tt14693726:-	tt14693730:-	tt14693732:-	tt14693734:-	tt14693736:-	tt14693738:-	tt14693740:-	tt14693742:-	tt14693746:-	tt14693748:-	tt14693750:-	tt14693752:-	tt14693756:-	tt14693762:-	tt14693764:-	tt14693766:-	tt14693768:-	tt14693770:-	tt9654760:-	tt9654776:-	
4	tt14693776:-	tt14693778:-	tt14693784:-	tt14693790:-	tt14693792:-	tt14693794:-	tt14693798:-	tt14693800:-	tt14693802:-	tt14693804:-	tt14693806:-	tt14693814:-	tt14693816:-	tt14693818:-	tt14693820:-	tt14693822:-	tt14693824:-	tt14693826:-	tt14693830:-	tt14693832:-	tt14693834:-	
