1	tt1746069:7.3	tt1746070:7.7	tt1751377:8.0	tt1751378:7.7	tt1759342:7.3	tt1766920:7.9	tt1766921:8.1	
2	tt2107258:7.1	tt2119839:7.6	tt2125245:8.3	tt2126006:7.3	tt2133766:7.4	tt2143641:8.2	
3	tt3057094:7.3	tt3075358:7.8	tt3082750:9.2	tt3092134:7.5	tt3093360:7.8	tt3093366:9.2	
