2	tt10016732:7.2	tt10204784:7.2	tt10204786:7.4	tt10204788:7.7	tt10204790:7.3	tt10204792:8.2	tt10204794:7.9	
1	tt8094570:7.2	tt8094590:7.2	tt8094602:6.5	tt8094616:7.1	tt8094626:6.5	tt8094630:6.9	tt8094636:7.3	
