1	tt0118498:7.7	tt1523906:7.6	
3	tt0215265:7.3	tt1523908:7.5	
2	tt0239200:7.7	tt1523907:7.8	
4	tt0262845:7.5	tt1523909:7.6	
6	tt0335490:7.6	tt1523911:7.9	
5	tt0341197:7.4	tt1523910:7.8	
7	tt0364894:7.4	tt1524034:7.7	
8	tt0413611:7.3	tt1524033:6.9	
9	tt0455286:7.8	tt1524035:8.0	
10	tt0475412:7.7	tt0814362:7.3	tt0818806:7.7	tt0878833:8.2	tt0878834:7.6	tt1526735:7.4	tt1527570:7.9	tt1528659:8.0	tt1528663:7.9	tt1528664:7.8	
11	tt1039491:6.9	tt1051666:7.7	tt1111236:7.7	tt1126408:7.2	tt1161854:8.1	tt1528657:7.8	tt1528661:6.9	tt1528666:7.3	tt1528667:7.4	tt1528669:7.6	
12	tt1161855:7.6	tt1196327:7.1	tt1196328:7.8	tt1356505:7.3	tt1528660:7.3	tt1528665:7.8	
