1	tt14827376:-	tt14827380:-	tt14827394:-	tt14827396:-	tt14827404:-	tt14827408:-	tt14827412:-	tt14827414:-	tt14827418:-	tt14827422:-	tt14827424:-	tt14827426:-	
2	tt14827478:-	tt14827482:-	tt14827484:-	tt14827486:-	tt14827490:-	tt14827494:-	tt14827496:-	tt14827500:-	tt14827502:-	tt14827504:-	tt14827506:-	tt14827510:-	tt14827514:-	
3	tt14827982:-	tt14827986:-	tt14827988:-	tt14827992:-	tt14827994:-	tt14827996:-	tt14828000:-	tt14828002:-	tt14828004:-	tt14828008:-	tt14828014:-	tt14828016:-	tt14828018:-	tt14828020:-	
4	tt14828078:-	tt14828080:-	tt14828082:-	tt14828088:-	tt14828108:-	tt14828110:-	tt14828118:-	tt14828130:-	tt14828136:-	tt14828142:-	tt14828144:-	tt14828148:-	tt14828150:-	
5	tt14828198:-	tt14828200:-	tt14828206:-	tt14828212:-	tt14828226:-	tt14828230:-	tt14828232:-	tt14828236:-	tt14828248:-	tt14828258:-	tt14828262:-	tt14828266:-	tt14828284:-	
6	tt14828302:-	tt14828314:-	tt14828316:-	tt14828320:-	tt14828324:-	tt14828328:-	tt14828332:-	tt14828340:-	tt14828346:-	tt14828350:-	tt14828368:-	tt14828370:-	tt14828376:-	
