2	tt0608037:-	tt0874573:-	tt0874574:-	tt0874575:-	tt0874577:-	tt0935536:-	tt0935538:-	tt0946319:-	tt1122298:-	tt1122299:-	tt13105888:-	tt13105892:-	
3	tt0608038:-	tt0608045:-	tt0608048:-	tt0822896:-	tt0935535:-	tt0935537:-	tt1073928:-	tt13136636:-	tt13136640:-	tt13136654:-	tt13136666:-	tt13136682:-	tt13136936:-	
4	tt0608039:-	tt0608041:-	tt0946318:-	tt0946321:-	tt0987023:-	tt0987024:-	tt13136604:-	tt13136768:-	tt13136780:-	tt13136810:-	tt13138154:-	tt13138168:-	tt13138188:-	
5	tt0608040:-	tt0608042:-	tt0608043:-	tt0608044:-	tt0608046:-	tt0608047:-	tt0766874:-	tt0766875:-	tt0874576:-	tt0946320:-	tt13136730:-	tt13136738:-	tt13136838:-	
1	tt0812734:-	tt0858005:-	tt0941638:-	tt13099380:-	tt13099388:-	tt13099392:-	tt13136512:-	tt13136514:-	tt13136718:-	tt13136724:-	tt13138258:-	tt13138282:-	tt13138318:-	
