1	tt1188971:-	tt1188972:-	tt1188973:-	tt1188974:-	tt1188975:-	tt1188976:-	tt1188977:-	tt1188978:-	tt1355520:-	
2	tt1355480:-	tt1355481:-	tt1355486:-	tt1355488:-	tt1355490:-	tt1355492:-	tt1355493:-	tt1355496:-	tt1355499:-	tt1355500:-	tt1355501:-	tt1355502:-	tt1355503:-	tt1355504:-	tt1355506:-	tt1355507:-	tt1355509:-	tt1355510:-	tt1355513:-	tt1355514:-	tt1355515:-	tt1355516:-	tt1355517:-	tt1355522:-	
3	tt1355482:-	tt1355487:-	tt1355489:-	tt1355497:-	tt1355498:-	tt1355505:-	tt1355508:-	tt1355512:-	
4	tt1355483:-	tt1355484:-	tt1355485:-	tt1355491:-	tt1355494:-	tt1355495:-	tt1355511:-	tt1355518:-	tt1355519:-	tt1355521:-	
5	tt1395567:-	tt1398352:-	tt1398353:-	tt1398354:-	tt1409478:-	tt1426299:-	tt1426300:-	tt1426301:-	
