1	tt10113026:-	tt10113046:-	tt10113058:-	tt10113140:-	tt10113154:-	tt10113170:-	tt10113174:-	tt10113178:-	tt3333146:-	tt6739710:-	
2	tt10113192:-	tt10113196:-	tt3344366:-	tt3344368:-	tt3344372:-	tt3344422:-	
3	tt10113322:-	tt10113340:-	tt10113366:-	tt10113380:-	tt10113396:-	tt10113580:-	tt10113598:-	tt10113618:-	tt10113670:-	tt10113936:-	tt10113940:-	tt10113952:-	tt10113962:-	tt6010202:-	
7	tt10113834:-	tt10113854:-	tt10113886:-	tt10113902:-	
8	tt10113926:-	tt10113960:-	tt10113984:-	tt10431852:-	
9	tt10431862:-	tt10467936:-	tt10508698:-	tt10548546:-	
10	tt11611122:-	tt11696116:-	tt11696118:-	tt11739174:-	
11	tt13755602:-	tt13755606:-	tt13755610:-	
12	tt13755616:-	tt13848036:-	tt13889292:-	tt13920300:-	
13	tt14809694:-	tt14853304:-	tt14853322:-	tt14994232:-	tt14994234:-	
4	tt7228628:-	tt7228634:-	tt7228680:-	tt7254870:-	tt7295328:-	tt7976790:-	
5	tt7574826:-	tt7708920:-	tt7732676:-	tt7976798:-	tt7976802:-	tt7976808:-	tt7976812:-	
6	tt8318486:-	tt8334066:-	tt8334068:-	tt8634936:-	
