1	tt2085267:-	tt2103512:-	tt2196676:-	tt2243961:-	tt2243963:-	tt2243965:-	tt2243967:-	tt2243969:-	tt2243971:-	tt2245685:-	tt2245687:-	tt2245689:-	tt2245691:-	tt2245693:-	tt2245695:-	tt2245697:-	
2	tt2159980:-	tt2169650:-	tt2269279:-	tt2269283:-	tt2269285:-	tt2276475:-	tt2391403:-	tt2391405:-	tt2391407:-	tt2391409:-	tt2391411:-	tt2391413:-	tt2391415:-	tt2398705:-	
3	tt2406564:-	tt2406568:-	tt2406574:-	tt2406736:-	tt2446608:-	tt2514372:-	tt2515600:-	tt2532904:-	tt2550562:-	tt2555444:-	tt2571436:-	tt2581930:-	tt2605166:-	
4	tt2795186:-	tt2829540:-	tt2887984:-	tt2887998:-	tt3505644:-	tt3588294:-	tt3588308:-	tt3588486:-	tt3588530:-	tt3588542:-	tt3588580:-	tt3588600:-	
5	tt3020806:-	tt3020834:-	tt3020850:-	tt3020852:-	tt3460192:-	tt3460204:-	tt3460216:-	tt3460234:-	tt3469792:-	tt3469826:-	tt3470008:-	tt3470022:-	
6	tt3723348:-	tt3723350:-	tt3910948:-	tt3914304:-	tt3914316:-	tt3917914:-	tt3923424:-	tt3923434:-	tt3951516:-	tt3951578:-	tt3951598:-	tt3951614:-	
