3	tt11044640:7.9	tt11151322:7.4	tt11309174:-	tt9722962:-	tt9722968:-	tt9722978:-	
1	tt7782196:7.8	tt7782198:8.1	tt7782202:7.4	tt9173796:7.4	tt9551368:7.5	tt9551376:7.1	
2	tt8386212:7.7	tt8386214:8.1	tt8985020:8.1	tt8985026:7.8	tt8985030:7.0	tt8985038:8.0	
