13	tt10607362:-	tt10607370:-	tt8925328:6.8	tt9653552:7.2	tt9653562:7.8	tt9653570:-	tt9653576:-	tt9653586:7.2	tt9653594:7.4	tt9653602:7.8	tt9653612:-	
14	tt10768768:7.8	tt10793080:8.0	tt10793090:8.2	tt10855438:8.1	tt10855444:7.1	tt10855450:7.8	tt10855462:4.8	tt10855466:7.7	tt10855468:-	tt10855472:-	tt11428866:-	
1	tt10855490:-	tt10855496:-	tt2211858:7.9	tt3151004:8.2	tt3151016:-	tt3151026:-	tt3151062:8.2	tt3159132:-	tt3159148:-	tt8754990:-	tt9650680:-	tt9650716:-	
2	tt10855530:-	tt10855536:-	tt9646106:-	tt9646116:-	tt9646132:-	tt9646144:-	tt9646194:-	tt9646200:-	tt9646204:-	tt9646216:-	tt9646220:-	tt9646232:-	tt9649158:-	
3	tt10855542:-	tt10855556:-	tt10855584:-	tt10855594:-	tt9649176:-	tt9649478:-	tt9649966:-	tt9650018:-	tt9650028:-	tt9650036:-	tt9650048:-	tt9650100:-	
15	tt12631928:7.6	tt13007892:7.0	tt13033260:7.1	tt13033302:7.0	tt13033306:7.2	tt13033312:7.2	tt13136078:7.2	tt13136088:7.4	
7	tt3157442:7.1	tt3658964:-	tt3658986:-	tt3659850:-	tt3692226:-	tt3707784:-	tt3724852:-	tt3724862:-	tt4652620:-	tt4652638:-	tt4652664:-	
5	tt3724972:-	tt4654724:-	tt7461468:-	tt7461560:-	tt7461578:-	tt7471526:-	tt7495222:-	tt7495240:-	
8	tt4554000:7.0	tt4554012:8.2	tt4557266:7.8	tt4557388:-	tt4557418:-	tt4560146:-	tt4560160:-	tt4560168:-	
9	tt4694202:-	tt4726826:-	tt8932620:-	tt9657636:-	tt9657654:-	tt9657682:-	tt9657700:6.4	tt9657742:-	
10	tt5688670:7.7	tt5688672:7.6	tt5688674:7.6	tt5688678:7.6	tt5688680:7.8	tt5688684:7.0	tt5688688:-	tt5688696:-	tt5688704:-	tt5688714:-	
11	tt6551344:7.8	tt9653528:7.0	tt9653548:7.6	tt9653628:7.8	tt9653636:7.6	tt9654576:7.6	tt9654578:-	tt9654588:-	
6	tt7567496:-	tt7567512:-	tt7567518:-	tt7567526:-	tt7579866:-	tt7624642:-	tt7624652:-	tt7624656:-	
12	tt8499788:-	tt9654632:-	tt9654652:-	tt9654882:-	tt9654890:-	tt9654902:-	tt9654906:-	tt9654916:-	tt9654934:-	
4	tt9650282:-	tt9650382:-	tt9650446:-	tt9650504:-	tt9650554:-	tt9650566:-	tt9650594:-	tt9650630:-	
