1	tt1214507:-	tt1214508:-	tt1214509:-	tt1214510:-	tt1218470:-	tt1218853:-	tt1223644:-	tt1228886:-	tt1230006:-	tt1234464:-	tt1234836:-	tt1237193:-	tt1243495:-	
2	tt1260543:-	tt1262771:-	tt1267240:-	tt1270735:-	tt1274533:-	tt1276693:-	tt1281258:-	tt1290289:-	tt1301578:-	tt1302117:-	tt1306597:-	tt1309119:-	tt1316515:-	tt1331803:-	
3	tt1416032:-	tt1425559:-	tt1426090:-	tt1429766:-	tt1434800:-	tt1439356:-	tt1443404:-	tt1447356:-	tt1451558:-	tt1455426:-	tt1459670:-	tt1463941:-	tt1471867:-	tt1522589:-	
