2	tt10486022:7.7	tt10486034:7.5	tt10486040:7.7	tt10486052:8.1	tt10486060:7.8	tt10486064:7.7	tt10486070:8.0	tt10486074:8.0	tt10486080:8.5	tt8668180:7.7	tt9416906:7.5	
3	tt12908622:7.9	tt12990114:7.8	tt12990116:7.7	tt12990118:7.9	tt12990120:8.2	tt12990126:7.8	tt12990128:7.8	tt12990134:8.1	tt12990136:8.3	tt12990138:8.9	
1	tt8310692:7.3	tt8310700:7.4	tt8310712:7.5	tt8310716:7.5	tt8310718:7.9	tt8310722:7.5	tt8310728:8.1	tt8310734:7.6	tt8310740:7.4	tt8310744:8.2	
