\N	tt11886698:-	tt11892632:-	tt11892650:-	tt11892662:-	tt11892672:-	tt11892676:-	tt11892728:-	tt11892776:-	tt11892790:-	tt11892818:-	tt11892832:-	tt11892920:-	tt11892928:-	tt11892946:-	tt11892958:-	tt11893062:-	tt11893074:-	tt11893088:-	tt11893102:-	tt11893112:-	tt11893148:-	tt11893642:-	tt11893654:-	tt11893666:-	tt11893706:-	tt11893754:-	tt11893868:-	tt11894558:-	tt11894668:-	tt11895210:-	tt11895400:-	tt11895474:-	tt11895514:-	tt11895532:-	tt11895550:-	
2	tt11895560:-	tt11895606:-	tt11895836:-	tt11895938:-	tt11895968:-	tt11896006:-	tt11896014:-	tt11896020:-	tt11896052:-	tt11896076:-	tt11896078:-	tt11896086:-	tt11896088:-	tt11896110:-	tt11896342:-	tt11896428:-	tt11896450:-	tt11896476:-	tt11899478:-	tt11899508:-	tt11899532:-	tt11899546:-	tt11899622:-	tt11899634:-	tt11899640:-	tt11899644:-	tt11899650:-	tt11899656:-	tt11899672:-	tt11899692:-	tt11899738:-	tt11899740:-	tt11899754:-	tt11899762:-	tt11899778:-	
3	tt11899826:-	tt12030164:-	tt12030178:-	tt12327616:-	tt12327666:-	tt12327672:-	tt12327684:-	
