1	tt1528642:-	tt1528643:-	tt1528644:-	tt1528645:-	tt1528646:-	tt1528647:-	tt1528648:-	tt1528649:-	tt1528650:-	tt1528651:-	tt1528652:-	tt1528653:-	tt1528654:-	tt1841419:-	
2	tt1703708:-	tt1752942:-	tt1770502:-	tt1809186:-	tt1809187:-	tt1809188:-	tt1809189:-	tt1809190:-	tt1809191:-	tt1809192:-	tt1809193:-	tt1810462:-	tt1810463:-	
3	tt1747818:-	tt1752940:-	tt1752941:-	tt1841417:-	tt1841418:-	tt1841420:-	tt1841421:-	tt1841422:-	tt1841423:-	tt1841424:-	tt1869157:-	tt1884168:-	tt1884169:-	
4	tt1877489:-	tt1883081:-	tt1896567:-	tt1900735:-	tt1947787:-	tt1947788:-	tt1947789:-	tt1949406:-	tt1949407:-	tt1949408:-	tt1949409:-	tt1949410:-	tt1949411:-	
5	tt2062439:-	tt2068891:-	tt2076073:-	tt2080210:-	tt2086733:-	tt2092361:-	tt2097777:-	tt2103959:-	tt2117655:-	tt2166764:-	tt2166766:-	tt2166774:-	tt2315875:-	
6	tt2189200:-	tt2189208:-	tt2189216:-	tt2189220:-	
