1	tt1722139:-	tt1722140:-	tt1722142:-	tt1722146:-	tt1722147:-	tt1722150:-	tt1722152:-	tt1722153:-	tt1722155:-	tt1722156:-	tt1722161:-	tt1722163:-	tt1722165:-	tt1722166:-	tt1722170:-	tt1722171:-	tt1722174:-	tt1722175:-	tt1722176:-	tt1722181:-	tt1722183:-	tt1722184:-	tt1722186:-	tt1722187:-	tt1722188:-	tt1722193:-	tt1722196:-	tt1722197:-	tt1722198:-	tt1722199:-	
2	tt1722141:-	tt1722144:-	tt1722145:-	tt1722149:-	tt1722151:-	tt1722154:-	tt1722157:-	tt1722158:-	tt1722159:-	tt1722160:-	tt1722162:-	tt1722164:-	tt1722167:-	tt1722168:-	tt1722169:-	tt1722172:-	tt1722177:-	tt1722178:-	tt1722179:-	tt1722180:-	tt1722182:-	tt1722185:-	tt1722189:-	tt1722190:-	tt1722191:-	tt1722192:-	tt1722194:-	tt1722195:-	
3	tt1722148:-	tt1722173:-	tt1739705:-	tt1739706:-	tt1739707:-	tt1739708:-	tt1739709:-	tt1739710:-	tt1739711:-	tt1739712:-	tt1739713:-	tt1739714:-	tt1802969:-	tt1802970:-	tt1802971:-	tt1802972:-	tt1802973:-	tt1802974:-	tt1802975:-	tt1802976:-	tt1802977:-	tt1802978:-	tt1802979:-	tt1802980:-	tt1802981:-	tt1802982:-	tt1802983:-	tt1803456:-	
