4	tt10316606:-	tt10316608:-	
3	tt10316612:-	tt10316614:-	tt10316616:-	
1	tt10316618:-	tt10316620:-	tt10316624:8.4	
2	tt14030870:8.2	tt14033120:7.9	tt14033126:-	
