11	tt11367170:-	tt11367174:-	tt11367176:-	tt14038038:-	tt14038510:-	tt14038546:-	tt14038794:-	tt14044308:-	tt14044314:-	tt14044454:-	tt14044458:-	tt14044466:-	tt14044474:-	
10	tt11367178:-	tt11367184:-	tt11367194:-	tt14037466:-	tt14037952:-	tt14037954:-	tt14037966:-	tt14037970:-	tt14037974:-	tt14037976:-	tt14037984:-	tt14037992:-	tt14038000:-	
2	tt14017282:-	tt14017304:-	tt2066547:-	tt2070309:-	tt2076543:-	tt2082755:-	tt2101924:-	tt2108816:-	tt2114085:-	tt2120475:-	tt2132898:-	tt2142341:-	tt2317849:-	
3	tt14017592:-	tt14017772:-	tt14017804:-	tt14017806:-	tt14017812:-	tt3620250:-	tt3636278:-	tt3667914:-	tt3681956:-	tt3696314:-	tt3700986:-	tt3726886:-	tt3755298:-	
4	tt14023362:-	tt4311846:-	tt4326508:-	tt4343222:-	tt4368258:-	tt4388764:-	tt4431798:-	tt4451964:-	tt4471814:-	
5	tt14023420:-	tt14023566:-	tt14023748:-	tt5060268:-	tt5082794:-	tt5123792:-	tt5145614:-	tt5183034:-	tt5203264:-	
6	tt14023942:-	tt14024940:-	tt14024942:-	tt14025222:-	tt14025232:-	tt14025236:-	tt14025238:-	tt14025242:-	tt14025248:-	tt5603438:-	tt5660738:-	tt5679878:-	tt5850276:-	
7	tt14029966:-	tt14029980:-	tt14029982:-	tt14029988:-	tt14029992:-	tt14029996:-	tt14030000:-	tt14030004:-	tt6073324:-	tt6094202:-	tt6114930:-	tt6136806:-	tt6219216:-	
8	tt14030008:-	tt14031972:-	tt14032024:-	tt14032216:-	tt14032224:-	tt14032232:-	tt14032266:-	tt14032406:-	tt14032500:-	tt14032512:-	tt14032526:-	tt14037116:-	tt14037120:-	
9	tt14037132:-	tt14037338:-	tt14037346:-	tt14037362:-	tt14037368:-	tt14037372:-	tt14037378:-	tt14037384:-	tt14037394:-	tt14037400:-	tt14037416:-	tt14037428:-	tt14037452:-	
1	tt1823480:-	tt1823481:-	tt1823482:-	tt1823483:-	tt1823484:-	tt1823485:-	tt1823486:-	tt1823487:-	tt1823488:-	tt1823489:-	tt1823490:-	tt1823491:-	tt1823492:-	
