1	tt2402098:7.9	tt2516714:8.2	tt2545780:8.1	tt2557374:8.2	tt2632520:8.3	tt2651830:8.3	tt2670742:8.5	tt2702658:8.8	tt2706844:8.3	tt2726840:8.3	tt3007106:8.7	tt3007148:8.4	
2	tt3179948:8.4	tt3589536:8.2	tt3604128:8.0	tt3672972:8.3	tt3731410:8.4	tt3748396:8.6	tt3770822:8.4	tt3812020:8.2	tt3812616:8.0	tt3839806:8.2	tt3839814:8.5	tt3839820:8.7	tt3847542:8.6	
3	tt4381450:8.2	tt4575906:8.0	tt4624770:8.2	tt4673982:8.4	tt4695732:8.5	tt4712724:7.9	tt4718382:8.4	tt4719506:8.5	tt4786076:8.5	tt4794476:8.6	tt4824180:8.3	tt4831106:8.8	tt4901676:8.2	
