1	tt0896290:-	tt0896291:-	tt0896292:-	tt0896293:-	tt0896294:-	tt0896295:-	
2	tt0917507:-	tt0917508:-	tt0917509:-	tt0917510:-	tt0917511:-	tt0917512:-	tt0961799:-	
3	tt1264522:-	tt1264523:-	tt1264524:-	tt1264525:-	tt1264526:-	tt1264527:-	tt1264528:-	
4	tt1404270:-	tt1404271:-	tt1404272:-	tt1404273:-	tt1404274:-	tt1514324:-	tt1514325:-	
5	tt1677324:6.9	tt1677325:6.8	tt1677326:6.3	tt1677327:7.5	tt1677328:6.8	tt1677329:-	tt1677330:6.4	
\N	tt1761697:-	tt4926388:-	tt4969218:-	tt5053322:-	tt5060200:-	
