7	tt0574006:-	tt0840851:-	tt0899699:-	tt0915255:-	tt0915257:-	tt0962022:-	tt10782488:-	tt10814500:-	tt10814510:-	tt10814522:-	tt10814524:-	tt10825878:-	tt10825884:-	tt10825892:-	tt10844946:-	tt12305156:-	tt12305790:-	tt12305800:-	tt12305810:-	tt12305818:-	tt12305822:-	tt2410226:-	tt3616996:-	tt4742620:-	tt4776456:-	tt5586498:-	
8	tt0773372:-	tt12311846:-	tt12311876:-	tt12311886:-	tt12311892:-	tt12311904:-	tt12311922:-	tt12311932:-	tt12311948:-	tt12311964:-	tt12311980:-	tt12311992:-	tt12312002:-	tt12312016:-	tt12312028:-	tt12312040:-	tt12312122:-	tt12312128:-	tt12312134:-	tt12312144:-	tt12312150:-	tt12312162:-	tt12312168:-	tt12312172:-	tt12312180:-	tt12312184:-	
1	tt0882286:-	tt0903372:-	tt1040506:-	tt10782478:-	tt12239660:-	tt12239664:-	tt12239702:-	tt12239792:-	tt12239810:-	tt12239818:-	tt12239864:-	tt12244492:-	tt12244506:-	tt12244518:-	tt12244534:-	tt12244544:-	tt12244552:-	tt12244558:-	tt12244576:-	tt12244586:-	tt12244588:-	tt12244592:-	tt12244596:-	tt12244614:-	tt12244624:-	tt12244628:-	
6	tt0915256:-	tt1132859:-	tt12273200:-	tt12273242:-	tt12273262:-	tt12273280:-	tt12273292:-	tt12273316:-	tt12280218:-	tt12280580:-	tt12280590:-	tt12280606:-	tt12280618:-	tt12280622:-	tt12280630:-	tt12304280:-	tt12304314:-	tt12304332:-	tt12304366:-	tt12304388:-	tt12304412:-	tt1485211:-	tt1496068:-	tt3874404:-	tt5996608:-	tt7533524:-	
4	tt0915258:-	tt10814944:-	tt10814946:-	tt10814950:-	tt10814952:-	tt10825402:-	tt10825408:-	tt10825416:-	tt10825418:-	tt10825530:-	tt10825532:-	tt10825536:-	tt10825538:-	tt10825770:-	tt10825796:-	tt10825806:-	tt10825828:-	tt10825836:-	tt10825838:-	tt10825846:-	tt10825854:-	tt10825868:-	tt10825872:-	tt10825876:-	tt5586704:-	tt7777346:-	
10	tt10782386:-	tt10782400:-	tt10782404:-	tt10782412:-	tt10782424:-	tt10782454:-	tt10782460:-	tt10782494:-	tt10782498:-	tt10782500:-	tt10782504:-	tt10782508:-	tt10782514:-	tt10782516:-	tt10782518:-	tt10782524:-	tt10782528:-	tt10782554:-	tt10782560:-	tt10782564:-	tt10782572:-	tt10782580:-	tt10782586:-	tt10782590:-	tt10782594:-	tt1714929:-	
3	tt10809216:-	tt10809218:-	tt10809224:-	tt10809228:-	tt10809230:-	tt10809234:-	tt10809540:-	tt10809552:-	tt10809558:-	tt10809560:-	tt10809566:-	tt10809570:-	tt10809580:-	tt10809582:-	tt10814424:-	tt10814430:-	tt10814436:-	tt10814446:-	tt10814448:-	tt10814456:-	tt10814460:-	tt10814466:-	tt10814472:-	tt10814478:-	tt10814484:-	tt10814496:-	
11	tt10814536:-	tt10814584:-	tt10814604:-	tt10814608:-	tt10814612:-	tt10814620:-	tt10814636:-	tt10814654:-	tt10814742:-	tt10814756:-	tt10814762:-	tt10814764:-	tt10814774:-	tt10814776:-	tt10814806:-	tt10814860:-	tt10814862:-	tt10814866:-	tt10814914:-	tt10814916:-	tt10814920:-	tt10814922:-	tt10814928:-	tt10814930:-	tt10814936:-	tt10814940:-	
12	tt10825958:-	tt10825962:-	tt10825964:-	tt10825966:-	tt10825968:-	tt10825970:-	tt10825972:-	tt10837290:-	tt10837296:-	tt10843890:-	tt10843898:-	tt10843902:-	tt10843906:-	tt10843926:-	tt10843962:-	tt10843968:-	tt10843974:-	tt10843982:-	tt10843998:-	tt10844006:-	tt10844086:-	tt10844162:-	tt10844174:-	tt10844240:-	tt10844312:-	tt10844424:-	
5	tt10844432:-	tt10844490:-	tt10844554:-	tt10844560:-	tt10844566:-	tt10844580:-	tt10844600:-	tt10844626:-	tt10844628:-	tt10844654:-	tt10844756:-	tt10844764:-	tt10844782:-	tt10844788:-	tt10844792:-	tt10844796:-	tt10844810:-	tt10844832:-	tt10844846:-	tt10844854:-	tt10844862:-	tt10844870:-	tt10844904:-	tt10844908:-	tt10844918:-	tt10844924:-	
13	tt10845152:-	tt10845160:-	tt10845164:-	tt10845172:-	tt10845176:-	tt10849596:-	tt10849608:-	tt10849852:-	tt10849906:-	tt10849914:-	tt10850832:-	tt10850992:-	tt10856392:-	tt10856394:-	tt10856796:-	tt10856798:-	tt10856802:-	tt10856808:-	tt10856814:-	tt10856818:-	tt10856820:-	tt10856828:-	tt10856832:-	tt10856838:-	tt10856846:-	tt10856852:-	tt10856946:-	
14	tt10856862:-	tt10856866:-	tt10856868:-	tt10856874:-	tt10856876:-	tt10856888:-	tt10856892:-	tt10856896:-	tt10856900:-	tt10856904:-	tt10856908:-	tt10856912:-	tt10856920:-	tt10856926:-	tt10856930:-	tt10856932:-	tt10856934:-	tt10856938:-	tt10856940:-	tt10856942:-	tt10856950:-	tt10856952:-	tt10856956:-	tt10856960:-	tt10856962:-	
2	tt12244668:-	tt12244690:-	tt12244704:-	tt12244718:-	tt12244734:-	tt12244744:-	tt12245822:-	tt12245850:-	tt12245860:-	tt12245920:-	tt12245934:-	tt12245946:-	tt12245960:-	tt12245966:-	tt12245980:-	tt12245984:-	tt12246008:-	tt12246028:-	tt12246044:-	tt12246052:-	tt12246056:-	tt1473870:-	
9	tt12316388:-	tt12316446:-	tt12316484:-	tt12316506:-	tt12316602:-	tt12316642:-	tt12316684:-	tt12316718:-	tt12316748:-	tt12316762:-	tt12316768:-	tt12316772:-	tt12316788:-	tt12316796:-	tt12316810:-	tt12316818:-	tt12316830:-	tt12316850:-	tt12316864:-	tt12316890:-	tt12316896:-	tt12316900:-	tt12316906:-	tt12316910:-	tt12316918:-	tt1260018:-	
15	tt12329532:-	tt12329546:-	tt12329566:-	tt12329592:-	tt12329612:-	tt12329626:-	tt12329652:-	tt12329670:-	tt12329694:-	tt12329858:-	tt12329924:-	tt12330162:-	tt12330188:-	tt12330208:-	tt12330226:-	tt12330260:-	tt12330290:-	tt12330324:-	tt12330380:-	tt12330412:-	tt12330442:-	tt12330480:-	tt12330528:-	tt12330534:-	tt12330538:-	tt12330556:-	tt12330574:-	
\N	tt12491438:-	
