1	tt1729834:-	tt1729835:-	tt1729836:-	tt1729837:-	tt1729838:-	tt1729839:-	tt1729840:-	tt1729841:-	tt1729842:-	tt1729843:-	tt1729844:-	tt1729845:-	tt1729846:-	
2	tt1729847:-	tt1729848:-	tt1729849:-	tt1729850:-	tt1729851:-	tt1729852:-	tt1729853:-	tt1729854:-	tt1729855:-	tt1729856:-	tt1729857:-	tt1729858:-	
3	tt1730479:-	tt1730480:-	tt1730481:-	tt1730482:-	tt1730483:-	tt1730484:-	tt1730485:-	tt1730486:-	tt1730487:-	tt1730488:-	tt1730489:-	tt1730490:-	tt1730491:-	
4	tt1730492:-	tt1730493:-	tt1730494:-	tt1730495:-	tt1730496:-	tt1730497:-	tt1730498:-	tt1730499:-	tt1730500:-	tt1730501:-	
5	tt1730502:-	tt1730503:-	tt1730504:-	tt1730505:-	
6	tt1730506:-	tt1730507:-	tt1730508:-	tt1730509:-	tt1730510:-	tt1730511:-	tt1730512:-	tt1730513:-	tt1730514:-	tt1730515:-	tt1730516:-	tt1730517:-	
10	tt1730858:-	tt1730859:-	tt1730860:-	tt1730861:-	tt1730862:-	tt1730863:-	tt1730864:-	tt1730865:-	tt1730866:-	tt1730867:-	tt1730868:-	tt1730869:-	tt1730870:-	
7	tt1730871:-	tt1730872:-	tt1730873:-	tt1730874:-	tt1730875:-	tt1730876:-	tt1730877:-	tt1730878:-	tt1730879:-	tt1730880:-	tt1730881:-	tt1730882:-	tt1730883:-	
8	tt1730884:-	tt1730885:-	tt1730886:-	tt1730887:-	tt1730888:-	tt1730889:-	tt1730890:-	tt1730891:-	tt1730892:-	tt1730893:-	tt1730894:-	tt1730895:-	tt1730896:-	
9	tt1730897:-	tt1730898:-	tt1730899:-	tt1730900:-	tt1730901:-	tt1730902:-	tt1730903:-	tt1730904:-	tt1730905:-	tt1730906:-	tt1730907:-	tt1730908:-	tt1730909:-	
