4	tt10187832:9.0	tt10187836:9.0	tt10187840:8.8	tt10187846:9.1	tt10187848:8.7	tt10187850:8.5	
5	tt12820770:-	tt14803364:-	
1	tt5975004:7.9	tt5975920:8.1	tt5975950:8.2	tt5984066:8.3	tt5984384:8.2	tt5984392:8.3	tt5984394:8.4	tt5984408:8.4	tt6009836:8.3	
2	tt6866750:8.2	tt6870216:8.2	tt6948546:8.3	tt6959008:8.2	tt6959010:8.4	tt6959012:8.2	tt6959014:8.5	tt6959018:8.5	tt6959022:8.1	tt6959024:8.7	
3	tt7887208:8.2	tt8524470:8.4	tt8524474:8.6	tt8602296:8.0	tt8602326:8.4	tt8602332:8.3	tt8602340:8.3	tt8602348:8.6	tt8602364:8.6	tt8602368:8.7	
