10	tt5343358:-	tt5343364:-	tt5358692:-	tt5358694:-	tt5370872:-	tt5370968:-	tt5617226:-	tt5617246:-	tt5617258:-	tt5962200:-	tt5962232:-	tt5962258:-	tt9068140:-	
3	tt5961598:-	
13	tt5961606:-	
11	tt8008904:-	tt8008968:-	tt8013964:-	
9	tt9064214:-	tt9071546:-	tt9114076:-	
