1	tt10294154:-	tt10297868:-	tt10297870:-	tt10297872:-	tt10297874:-	tt10297876:-	tt10297878:-	tt10297880:-	tt10297882:-	tt10297884:-	tt10297888:-	tt10297890:-	tt10300982:-	tt10300984:-	tt10300986:-	tt10300988:-	tt10300990:-	tt10300992:-	tt10300994:-	tt10300996:-	tt10300998:-	tt10307198:-	tt10307200:-	tt10307202:-	tt10307204:-	tt10307206:-	tt10307210:-	tt10307212:-	tt10307214:-	tt10307216:-	tt10307218:-	tt10310774:-	tt10310776:-	tt10310778:-	tt10310780:-	tt10310782:-	tt10310784:-	tt10310786:-	tt10310788:-	tt10310790:-	tt10310792:-	tt10317010:-	tt10317012:-	tt10317014:-	tt10317016:-	tt10317020:-	tt10317022:-	tt10317024:-	tt10317026:-	tt10317028:-	tt10317030:-	tt10317032:-	tt10317034:-	tt10317036:-	tt10317038:-	tt10317040:-	tt10317042:-	tt10317044:-	tt10317046:-	tt10317048:-	tt10317050:-	tt10317052:-	tt10317054:-	
2	tt10297892:-	tt10297894:-	tt10297896:-	tt10297898:-	tt10297900:-	tt10297902:-	tt10297904:-	tt10297906:-	tt10297908:-	tt10297910:-	tt10297912:-	tt10300954:-	tt10300958:-	tt10300960:-	tt10300962:-	tt10300964:-	tt10300970:-	tt10300972:-	tt10300974:-	tt10300976:-	tt10300980:-	tt10307224:-	tt10307226:-	tt10307228:-	tt10307230:-	tt10307238:-	tt10307240:-	tt10307244:-	tt10307246:-	tt10307248:-	tt10307250:-	tt10310754:-	tt10310756:-	tt10310758:-	tt10310760:-	tt10310762:-	tt10310764:-	tt10310766:-	tt10310768:-	tt10310770:-	tt10310772:-	tt10317058:-	tt10317060:-	tt10317062:-	tt10317064:-	tt10317066:-	tt10317068:-	tt10317070:-	tt10317072:-	tt10317074:-	tt10317076:-	tt10320620:-	tt10320622:-	tt10320624:-	tt10320626:-	tt10320630:-	tt10320632:-	tt10320634:-	tt10320636:-	tt10320638:-	
3	tt10297914:-	tt10297916:-	tt10297918:-	tt10297920:-	tt10297922:-	tt10297924:-	tt10297926:-	tt10297930:-	tt10297932:-	tt10297938:-	tt10297940:-	tt10300932:-	tt10300934:-	tt10300936:-	tt10300938:-	tt10300942:-	tt10300944:-	tt10300946:-	tt10300948:-	tt10300950:-	tt10300952:-	tt10307252:-	tt10307254:-	tt10307258:-	tt10307260:-	tt10307262:-	tt10307264:-	tt10307266:-	tt10307268:-	tt10307270:-	tt10307272:-	tt10307276:-	tt10307278:-	tt10307280:-	tt10307282:-	tt10307284:-	tt10307286:-	tt10307288:-	tt10307290:-	tt10307292:-	tt10307294:-	tt10310734:-	tt10310736:-	tt10310738:-	tt10310740:-	tt10310742:-	tt10310744:-	tt10310746:-	tt10310748:-	tt10310750:-	tt10310752:-	tt10317080:-	tt10317082:-	tt10317084:-	tt10317086:-	tt10317088:-	tt10317090:-	tt10317092:-	tt10317094:-	tt10317096:-	
4	tt10297942:-	tt10297944:-	tt10297946:-	tt10297948:-	tt10297950:-	tt10297952:-	tt10297954:-	tt10297956:-	tt10297958:-	tt10297960:-	tt10297962:-	tt10300906:-	tt10300908:-	tt10300910:-	tt10300912:-	tt10300914:-	tt10300916:-	tt10300918:-	tt10300920:-	tt10300922:-	tt10300924:-	tt10307296:-	tt10307298:-	tt10307300:-	tt10307302:-	tt10307306:-	tt10307308:-	tt10307310:-	tt10307312:-	tt10307314:-	tt10307316:-	tt10310692:-	tt10310694:-	tt10310696:-	tt10310700:-	tt10310702:-	tt10310704:-	tt10310706:-	tt10310708:-	tt10310710:-	tt10310712:-	tt10310714:-	tt10310716:-	tt10310718:-	tt10310720:-	tt10310722:-	tt10310724:-	tt10310726:-	tt10310728:-	tt10310730:-	tt10310732:-	tt10317098:-	tt10317100:-	tt10317102:-	tt10317104:-	tt10317106:-	tt10317108:-	tt10317112:-	tt10317114:-	tt10317116:-	tt10317118:-	tt10320584:-	tt10320586:-	tt10320588:-	tt10320590:-	tt10320592:-	tt10320594:-	tt10320596:-	tt10320598:-	tt10320600:-	tt10320602:-	tt10320606:-	tt10320608:-	
5	tt10297966:-	tt10297968:-	tt10297970:-	tt10297972:-	tt10297974:-	tt10297978:-	tt10297980:-	tt10297984:-	tt10297986:-	tt10297988:-	tt10297990:-	tt10297994:-	tt10297996:-	tt10300882:-	tt10300884:-	tt10300886:-	tt10300888:-	tt10300890:-	tt10300892:-	tt10300894:-	tt10300898:-	tt10300900:-	tt10300902:-	tt10307320:-	tt10307322:-	tt10307324:-	tt10307326:-	tt10307328:-	tt10307330:-	tt10307332:-	tt10307334:-	tt10307338:-	tt10307340:-	tt10310640:-	tt10310642:-	tt10310644:-	tt10310646:-	tt10310648:-	tt10310650:-	tt10310652:-	tt10310654:-	tt10310658:-	tt10310666:-	tt10310668:-	tt10310670:-	tt10310672:-	tt10310674:-	tt10310676:-	tt10310678:-	tt10310680:-	tt10310682:-	tt10310684:-	tt10310688:-	tt10317122:-	tt10317124:-	tt10317126:-	tt10317128:-	tt10317132:-	tt10317134:-	tt10317136:-	tt10317138:-	tt10317140:-	tt10317142:-	tt10320552:-	tt10320554:-	tt10320556:-	tt10320558:-	tt10320562:-	tt10320564:-	tt10320566:-	tt10320568:-	tt10320570:-	tt10320576:-	tt10320578:-	tt10320580:-	
6	tt10300834:-	tt10300836:-	tt10300838:-	tt10300840:-	tt10300842:-	tt10300846:-	tt10300848:-	tt10300850:-	tt10300852:-	tt10300854:-	tt10300858:-	tt10300860:-	tt10300862:-	tt10300864:-	tt10300866:-	tt10300868:-	tt10300870:-	tt10300874:-	tt10300876:-	tt10300878:-	tt10300880:-	tt10307344:-	tt10307346:-	tt10307348:-	tt10307350:-	tt10307354:-	tt10307356:-	tt10307358:-	tt10307362:-	tt10307364:-	tt10307366:-	tt10310616:-	tt10310618:-	tt10310620:-	tt10310622:-	tt10310628:-	tt10310630:-	tt10310632:-	tt10310634:-	tt10310636:-	tt10310638:-	tt10317146:-	tt10317148:-	tt10317150:-	tt10317152:-	tt10317154:-	tt10317156:-	tt10317160:-	tt10317162:-	tt10317164:-	tt10317168:-	tt10320530:-	tt10320532:-	tt10320534:-	tt10320536:-	tt10320538:-	tt10320540:-	tt10320542:-	tt10320544:-	tt10320546:-	
7	tt10301650:-	tt10301652:-	tt10301654:-	tt10301658:-	tt10301660:-	tt10301664:-	tt10301666:-	tt10301668:-	tt10301670:-	tt10301672:-	tt10301674:-	tt10306768:-	tt10306770:-	tt10306774:-	tt10306776:-	tt10306778:-	tt10306780:-	tt10306784:-	tt10306786:-	tt10306790:-	tt10306792:-	tt10311036:-	tt10311038:-	tt10311040:-	tt10311046:-	tt10311048:-	tt10311050:-	tt10311052:-	tt10311054:-	tt10311056:-	tt10311060:-	tt10316734:-	tt10316736:-	tt10316738:-	tt10316740:-	tt10316742:-	tt10316744:-	tt10316746:-	tt10316750:-	tt10316752:-	tt10316754:-	tt10320794:-	tt10320800:-	tt10320802:-	tt10320806:-	tt10320808:-	tt10320810:-	tt10320812:-	tt10320814:-	tt10320816:-	tt10320820:-	tt10320822:-	tt10320824:-	tt10320826:-	tt10320828:-	tt10320830:-	tt10320832:-	tt10320834:-	tt10320836:-	tt10320838:-	
8	tt10301676:-	tt10301678:-	tt10301680:-	tt10301682:-	tt10301686:-	tt10301688:-	tt10301690:-	tt10301692:-	tt10301694:-	tt10301696:-	tt10301700:-	tt10306748:-	tt10306750:-	tt10306752:-	tt10306754:-	tt10306756:-	tt10306758:-	tt10306760:-	tt10306762:-	tt10306764:-	tt10306766:-	tt10311062:-	tt10311064:-	tt10311066:-	tt10311068:-	tt10311070:-	tt10311072:-	tt10311076:-	tt10311078:-	tt10311080:-	tt10311082:-	tt10316710:-	tt10316712:-	tt10316714:-	tt10316718:-	tt10316720:-	tt10316722:-	tt10316724:-	tt10316728:-	tt10316730:-	
9	tt10301702:-	tt10301704:-	tt10301706:-	tt10301708:-	tt10301710:-	tt10301712:-	tt10301714:-	tt10301716:-	tt10301718:-	tt10301720:-	tt10301722:-	tt10306724:-	tt10306726:-	tt10306730:-	tt10306732:-	tt10306734:-	tt10306736:-	tt10306738:-	tt10306740:-	tt10306742:-	tt10306744:-	tt10311086:-	tt10311088:-	tt10311090:-	tt10311092:-	tt10311094:-	tt10311098:-	tt10311100:-	tt10311102:-	tt10311104:-	tt10311106:-	tt10316688:-	tt10316690:-	tt10316692:-	tt10316694:-	tt10316696:-	tt10316698:-	tt10316700:-	tt10316702:-	tt10316704:-	
10	tt10301726:-	tt10301728:-	tt10301730:-	tt10301732:-	tt10301734:-	tt10301736:-	tt10301738:-	tt10301740:-	tt10301742:-	tt10301744:-	tt10301750:-	tt10306704:-	tt10306706:-	tt10306708:-	tt10306710:-	tt10306712:-	tt10306714:-	tt10306716:-	tt10306718:-	tt10306720:-	tt10306722:-	tt10311112:-	tt10311114:-	tt10311116:-	tt10311120:-	tt10311122:-	tt10311124:-	tt10311126:-	tt10311128:-	tt10311130:-	tt10311132:-	tt10316668:-	tt10316670:-	tt10316672:-	tt10316674:-	tt10316676:-	tt10316680:-	tt10316682:-	tt10316684:-	tt10316686:-	
11	tt10301752:-	tt10301754:-	tt10301756:-	tt10301758:-	tt10301762:-	tt10301764:-	tt10301766:-	tt10301768:-	tt10301770:-	tt10301772:-	tt10301774:-	tt10306680:-	tt10306682:-	tt10306684:-	tt10306686:-	tt10306688:-	tt10306690:-	tt10306694:-	tt10306698:-	tt10306700:-	tt10306702:-	tt10311144:-	tt10311146:-	tt10311148:-	tt10311150:-	tt10311152:-	tt10311154:-	tt10311156:-	tt10311158:-	tt10311160:-	tt10311162:-	tt10316642:-	tt10316644:-	tt10316646:-	tt10316648:-	tt10316650:-	tt10316652:-	tt10316654:-	tt10316656:-	tt10316658:-	tt10316660:-	tt10320844:-	tt10320846:-	tt10320848:-	tt10320850:-	tt10320852:-	tt10320858:-	tt10320860:-	tt10320862:-	tt10320866:-	tt10320868:-	tt10320870:-	tt10320872:-	tt10320874:-	tt10320876:-	tt10320878:-	tt10320880:-	tt10320882:-	tt10320884:-	tt10320886:-	
12	tt10301778:-	tt10301780:-	tt10301782:-	tt10301784:-	tt10301788:-	tt10301790:-	tt10301802:-	tt10301804:-	tt10301806:-	tt10301808:-	tt10301810:-	tt10301812:-	tt10301814:-	tt10301818:-	tt10301820:-	tt10301822:-	tt10306662:-	tt10306664:-	tt10306666:-	tt10306670:-	tt10306672:-	tt10306674:-	tt10306676:-	tt10306678:-	tt10311166:-	tt10311170:-	tt10311174:-	tt10311176:-	tt10311178:-	tt10311182:-	tt10311186:-	tt10311188:-	tt10316610:-	tt10316622:-	tt10316626:-	tt10316628:-	tt10316630:-	tt10316632:-	tt10316634:-	tt10316636:-	
13	tt10306796:-	tt10306800:-	tt10306802:-	tt10306804:-	tt10306806:-	tt10306810:-	tt10306812:-	tt10306814:-	tt10306816:-	tt10306818:-	tt10306822:-	tt10311004:-	tt10311006:-	tt10311008:-	tt10311012:-	tt10311014:-	tt10311016:-	tt10311022:-	tt10311024:-	tt10311028:-	tt10311030:-	tt10316762:-	tt10316764:-	tt10316766:-	tt10316768:-	tt10316774:-	tt10316776:-	tt10316778:-	tt10316780:-	tt10316784:-	tt10316786:-	tt10320768:-	tt10320770:-	tt10320774:-	tt10320776:-	tt10320780:-	tt10320784:-	tt10320786:-	tt10320788:-	tt10320790:-	
14	tt10306824:-	tt10306826:-	tt10306830:-	tt10306832:-	tt10306834:-	tt10306836:-	tt10306840:-	tt10306842:-	tt10306846:-	tt10306848:-	tt10306850:-	tt10310974:-	tt10310976:-	tt10310978:-	tt10310982:-	tt10310984:-	tt10310988:-	tt10310990:-	tt10310992:-	tt10310996:-	tt10310998:-	tt10316790:-	tt10316792:-	tt10316796:-	tt10316798:-	tt10316800:-	tt10316804:-	tt10316806:-	tt10316808:-	tt10316810:-	tt10316812:-	tt10320742:-	tt10320744:-	tt10320746:-	tt10320748:-	tt10320750:-	tt10320752:-	tt10320754:-	tt10320756:-	tt10320758:-	
15	tt10306854:-	tt10306856:-	tt10306858:-	tt10306860:-	tt10306862:-	tt10306866:-	tt10306868:-	tt10306870:-	tt10306872:-	tt10306874:-	tt10306878:-	tt10310954:-	tt10310956:-	tt10310958:-	tt10310960:-	tt10310962:-	tt10310964:-	tt10310966:-	tt10310968:-	tt10310970:-	tt10310972:-	tt10316814:-	tt10316816:-	tt10316818:-	tt10316822:-	tt10316828:-	tt10316830:-	tt10316834:-	tt10316836:-	tt10316838:-	tt10316840:-	tt10320722:-	tt10320726:-	tt10320728:-	tt10320730:-	tt10320732:-	tt10320734:-	tt10320736:-	tt10320738:-	tt10320740:-	
16	tt10306880:-	tt10306882:-	tt10306886:-	tt10306888:-	tt10306890:-	tt10306892:-	tt10306896:-	tt10306898:-	tt10306900:-	tt10306904:-	tt10306908:-	tt10310932:-	tt10310934:-	tt10310936:-	tt10310938:-	tt10310940:-	tt10310942:-	tt10310944:-	tt10310946:-	tt10310948:-	tt10310950:-	tt10316844:-	tt10316846:-	tt10316848:-	tt10316850:-	tt10316852:-	tt10316856:-	tt10316858:-	tt10316860:-	tt10316862:-	tt10316866:-	tt10320704:-	tt10320706:-	tt10320708:-	tt10320710:-	tt10320712:-	tt10320714:-	tt10320716:-	tt10320718:-	tt10320720:-	
17	tt10306910:-	tt10306912:-	tt10306916:-	tt10306918:-	tt10306920:-	tt10306922:-	tt10306924:-	tt10306928:-	tt10306930:-	tt10306932:-	tt10306934:-	tt10310912:-	tt10310914:-	tt10310916:-	tt10310918:-	tt10310920:-	tt10310922:-	tt10310924:-	tt10310926:-	tt10310928:-	tt10310930:-	tt10316868:-	tt10316872:-	tt10316874:-	tt10316876:-	tt10316878:-	tt10316882:-	tt10316884:-	tt10316886:-	tt10316888:-	tt10316890:-	tt10320686:-	tt10320688:-	tt10320690:-	tt10320692:-	tt10320694:-	tt10320696:-	tt10320698:-	tt10320700:-	tt10320702:-	
