1	tt3199458:-	tt3199460:-	tt3199462:-	tt3199464:-	tt3199466:-	tt3199468:-	tt3199470:-	tt3199472:-	tt3199474:-	tt3199476:-	tt3199478:-	tt3199480:-	tt3199482:-	tt3199484:-	tt3199486:-	tt3199488:-	tt3199490:-	tt3199492:-	tt3199494:-	tt3199496:-	tt3199498:-	tt3199500:-	tt3199502:-	tt3199504:-	tt3199506:-	tt3199508:-	tt3199510:-	tt3199512:-	tt3199514:-	tt3199516:-	tt3199518:-	tt3199520:-	tt3199522:-	tt3199524:-	tt3199526:-	tt3199528:-	tt3199530:-	tt3199532:-	tt3199534:-	tt3199536:-	tt3199538:-	tt3199540:-	tt3199542:-	tt3199544:-	tt3199546:-	tt3199548:-	tt3199550:-	tt3199552:-	tt3199554:-	tt3199556:-	tt3199558:-	tt3199560:-	
9	tt3199570:-	tt3199572:-	tt3199574:-	tt3199576:-	tt3199578:-	tt3199580:-	tt3199582:-	tt3199584:-	tt3199586:-	tt3199588:-	tt3199590:-	tt3199592:-	tt3199594:-	tt3199596:-	tt3199598:-	tt3199600:-	tt3199602:-	tt3199604:-	tt3199606:-	tt3199608:-	tt3199610:-	tt3199612:-	tt3199614:-	tt3199616:-	tt3199618:-	tt3199620:-	tt3199622:-	tt3199624:-	tt3199626:-	tt3199628:-	tt3199630:-	tt3199632:-	tt3199634:-	tt3199636:-	tt3199638:-	tt3199640:-	tt3199642:-	tt3199644:-	tt3199646:-	tt3199648:-	tt3199650:-	tt3199652:-	tt3199654:-	tt3199656:-	tt3199658:-	tt3199660:-	tt3199662:-	tt3199664:-	tt3199666:-	tt3199668:-	tt3199670:-	tt3199672:-	
10	tt3199676:-	tt3199678:-	tt3199680:-	tt3199682:-	tt3199684:-	tt3199686:-	tt3199688:-	tt3199690:-	tt3199692:-	tt3199694:-	tt3199696:-	tt3199698:-	tt3199700:-	tt3199702:-	tt3199704:-	tt3199706:-	tt3199708:-	tt3199710:-	tt3199712:-	tt3199714:-	tt3199716:-	tt3199718:-	tt3199720:-	tt3199722:-	tt3199724:-	tt3199726:-	tt3199728:-	tt3199730:-	tt3199732:-	tt3199734:-	tt3199736:-	tt3199738:-	tt3199740:-	tt3199742:-	tt3199744:-	tt3199746:-	tt3199748:-	tt3199750:-	tt3199752:-	tt3199754:-	tt3199756:-	tt3199758:-	tt3199760:-	tt3199762:-	tt3199764:-	tt3199766:-	tt3199768:-	tt3199770:-	tt3199772:-	tt3199774:-	tt3199776:-	tt3199778:-	
2	tt3199780:-	tt3199782:-	tt3199784:-	tt3199786:-	tt3199788:-	tt3199790:-	tt3199792:-	tt3199794:-	tt3199796:-	tt3199798:-	tt3199800:-	tt3199802:-	tt3199804:-	tt3199806:-	tt3199808:-	tt3199810:-	tt3199812:-	tt3199814:-	tt3199816:-	tt3199818:-	tt3199820:-	tt3199822:-	tt3199824:-	tt3199826:-	tt3199828:-	tt3199830:-	tt3199832:-	tt3199834:-	tt3199836:-	tt3199838:-	tt3199840:-	tt3199842:-	tt3199844:-	tt3199846:-	tt3199848:-	tt3199850:-	tt3199852:-	tt3199854:-	tt3199856:-	tt3199858:-	tt3199860:-	tt3199862:-	tt3199864:-	tt3199866:-	tt3199868:-	tt3199870:-	tt3199872:-	tt3199874:-	tt3199876:-	tt3199878:-	tt3199880:-	tt3199882:-	
3	tt3199884:-	tt3199886:-	tt3199888:-	tt3199890:-	tt3199892:-	tt3199894:-	tt3199896:-	tt3199898:-	tt3199900:-	tt3199902:-	tt3199904:-	tt3199906:-	tt3199908:-	tt3199910:-	tt3199912:-	tt3199914:-	tt3199916:-	tt3199918:-	tt3199920:-	tt3199922:-	tt3199924:-	tt3199926:-	tt3199928:-	tt3199930:-	tt3199932:-	tt3199934:-	tt3199936:-	tt3199938:-	tt3199940:-	tt3199942:-	tt3199944:-	tt3199946:-	tt3199948:-	tt3199950:-	tt3199952:-	tt3199954:-	tt3199956:-	tt3199958:-	tt3199960:-	tt3199962:-	tt3199964:-	tt3199966:-	tt3199968:-	tt3199970:-	tt3199972:-	tt3199974:-	tt3199976:-	tt3199978:-	tt3199980:-	tt3199982:-	tt3199984:-	tt3199986:-	
4	tt3199990:-	tt3199992:-	tt3199994:-	tt3199996:-	tt3199998:-	tt3200000:-	tt3200002:-	tt3200004:-	tt3200006:-	tt3200008:-	tt3200010:-	tt3200012:-	tt3200014:-	tt3200016:-	tt3200018:-	tt3200020:-	tt3200022:-	tt3200024:-	tt3200026:-	tt3200028:-	tt3200030:-	tt3200032:-	tt3200034:-	tt3200036:-	tt3200038:-	tt3200040:-	tt3200042:-	tt3200044:-	tt3200046:-	tt3200048:-	tt3200050:-	tt3200052:-	tt3200054:-	tt3200056:-	tt3200058:-	tt3200060:-	tt3200062:-	tt3200064:-	tt3200066:-	tt3200068:-	tt3200070:-	tt3200072:-	tt3200074:-	tt3200076:-	tt3200078:-	tt3200080:-	tt3200082:-	tt3200084:-	tt3200086:-	tt3200088:-	tt3200090:-	tt3200092:-	
5	tt3200094:-	tt3200096:-	tt3200098:-	tt3200100:-	tt3200102:-	tt3200104:-	tt3200106:-	tt3200108:-	tt3200110:-	tt3200112:-	tt3200114:-	tt3200116:-	tt3200118:-	tt3200120:-	tt3200122:-	tt3200124:-	tt3200126:-	tt3200128:-	tt3200130:-	tt3200132:-	tt3200134:-	tt3200136:-	tt3200138:-	tt3200140:-	tt3200142:-	tt3200144:-	tt3200146:-	tt3200148:-	tt3200150:-	tt3200152:-	tt3200154:-	tt3200156:-	tt3200158:-	tt3200160:-	tt3200162:-	tt3200164:-	tt3200166:-	tt3200168:-	tt3200170:-	tt3200172:-	tt3200174:-	tt3200176:-	tt3200178:-	tt3200180:-	tt3200182:-	tt3200184:-	tt3200186:-	tt3200188:-	tt3200190:-	tt3200192:-	tt3200194:-	tt3200196:-	
6	tt3200198:-	tt3200200:-	tt3200202:-	tt3200204:-	tt3200206:-	tt3200208:-	tt3200210:-	tt3200212:-	tt3200214:-	tt3200216:-	tt3200218:-	tt3200220:-	tt3200222:-	tt3200224:-	tt3200226:-	tt3200228:-	tt3200230:-	tt3200232:-	tt3200234:-	tt3200236:-	tt3200238:-	tt3200240:-	tt3200242:-	tt3200244:-	tt3200246:-	tt3200248:-	tt3200250:-	tt3200252:-	tt3200254:-	tt3200256:-	tt3200258:-	tt3200260:-	tt3200262:-	tt3200264:-	tt3200266:-	tt3200268:-	tt3200270:-	tt3200272:-	tt3200274:-	tt3200276:-	tt3200278:-	tt3200280:-	tt3200282:-	tt3200284:-	tt3200286:-	tt3200288:-	tt3200290:-	tt3200292:-	tt3200294:-	tt3200296:-	tt3200298:-	tt3200300:-	
7	tt3200306:-	tt3200308:-	tt3200310:-	tt3200312:-	tt3200314:-	tt3200316:-	tt3200318:-	tt3200320:-	tt3200322:-	tt3200324:-	tt3200326:-	tt3200328:-	tt3200330:-	tt3200332:-	tt3200334:-	tt3200336:-	tt3200338:-	tt3200340:-	tt3200342:-	tt3200344:-	tt3200346:-	tt3200348:-	tt3200350:-	tt3200352:-	tt3200354:-	tt3200356:-	tt3200358:-	tt3200360:-	tt3200362:-	tt3200364:-	tt3200366:-	tt3200368:-	tt3200370:-	tt3200372:-	tt3200374:-	tt3200376:-	tt3200378:-	tt3200380:-	tt3200382:-	tt3200384:-	tt3200386:-	tt3200388:-	tt3200390:-	tt3200392:-	tt3200394:-	tt3200396:-	tt3200398:-	tt3200400:-	tt3200402:-	tt3200404:-	tt3200406:-	tt3200408:-	
8	tt3200414:-	tt3200416:-	tt3200418:-	tt3200420:-	tt3200422:-	tt3200424:-	tt3200426:-	tt3200428:-	tt3200430:-	tt3200432:-	tt3200434:-	tt3200436:-	tt3200438:-	tt3200440:-	tt3200442:-	tt3200444:-	tt3200446:-	tt3200448:-	tt3200450:-	tt3200452:-	tt3200454:-	tt3200456:-	tt3200458:-	tt3200460:-	tt3200462:-	tt3200464:-	tt3200466:-	tt3200468:-	tt3200470:-	tt3200472:-	tt3200474:-	tt3200476:-	tt3200478:-	tt3200480:-	tt3200482:-	tt3200484:-	tt3200486:-	tt3200488:-	tt3200490:-	tt3200492:-	tt3200494:-	tt3200496:-	tt3200498:-	tt3200500:-	tt3200502:-	tt3200504:-	tt3200506:-	tt3200508:-	tt3200510:-	tt3200512:-	tt3200514:-	tt3200516:-	
11	tt3200520:-	tt3200522:-	tt3200524:-	tt3200526:-	tt3200528:-	tt3200530:-	tt3200532:-	tt3200534:-	tt3200536:-	tt3200538:-	tt3200540:-	tt3200542:-	tt3200544:-	tt3200546:-	tt3200548:-	tt3200550:-	tt3200552:-	tt3200554:-	tt3200556:-	tt3200558:-	tt3200560:-	tt3200562:-	tt3200564:-	tt3200566:-	tt3200568:-	tt3200570:-	tt3200572:-	tt3200574:-	tt3200576:-	tt3200578:-	tt3200580:-	tt3200582:-	tt3200584:-	tt3200586:-	tt3200588:-	tt3200590:-	tt3200592:-	tt3200594:-	tt3200596:-	tt3200598:-	tt3200600:-	tt3200602:-	tt3200604:-	tt3200606:-	tt3200608:-	tt3200610:-	tt3200612:-	tt3200614:-	tt3200616:-	tt3200618:-	tt3200620:-	tt3200622:-	
12	tt3200624:-	tt3200626:-	tt3200628:-	tt3200630:-	tt3200632:-	tt3200634:-	tt3200636:-	tt3200638:-	tt3200640:-	tt3200642:-	tt3200644:-	tt3200646:-	tt3200648:-	tt3200650:-	tt3200652:-	tt3200654:-	tt3200656:-	tt3200658:-	tt3200660:-	tt3200662:-	tt3200664:-	tt3200666:-	tt3200668:-	tt3200670:-	tt3200672:-	tt3200674:-	tt3200676:-	tt3200678:-	tt3200680:-	tt3200682:-	tt3200684:-	tt3200686:-	tt3200688:-	tt3200690:-	tt3200692:-	tt3200694:-	tt3200696:-	tt3200698:-	tt3200700:-	tt3200702:-	tt3200704:-	tt3200706:-	tt3200708:-	tt3200710:-	tt3200712:-	tt3200714:-	tt3200716:-	tt3200718:-	tt3200720:-	tt3200722:-	tt3200724:-	tt3200726:-	
