12	tt12234214:-	tt12234588:-	tt12234594:-	tt12239568:-	tt12239584:-	tt1904777:-	tt3278198:-	tt3431968:-	tt3510208:-	tt4562158:-	
3	tt12239602:-	tt12239608:-	tt12239624:-	tt12239626:-	tt1319523:8.2	tt1319527:-	tt1319536:-	tt1319538:-	tt1319544:-	tt1461957:-	
2	tt12239676:-	tt12239680:-	tt12239696:-	tt12239708:-	tt12239718:-	tt1319524:-	tt1319525:-	tt1319534:-	tt1319543:-	tt1551607:-	
1	tt12239730:-	tt12239754:-	tt12239778:-	tt12239786:-	tt1319531:-	tt1319539:-	tt1319542:-	tt1409493:8.4	tt1409494:-	tt1426920:-	
8	tt1319526:-	tt1319529:-	tt1459767:-	tt1459768:-	tt1459772:-	tt1459773:-	tt1459795:-	tt1459799:-	tt1459811:-	tt1459812:-	
4	tt1319528:-	tt1319530:-	tt1319537:-	tt1319541:-	tt1319546:-	tt1459779:-	tt1459780:-	tt1459781:-	tt1459790:-	tt1459794:-	
7	tt1319532:-	tt1319535:-	tt1459764:-	tt1459776:-	tt1459777:-	tt1459783:-	tt1459784:-	tt1459792:7.2	tt1459804:-	tt1459813:-	
5	tt1319533:-	tt1319545:-	tt1460604:-	tt1460606:-	tt1460607:-	tt1460608:-	tt1460609:-	tt1460612:-	tt1460613:-	tt1460619:-	
\N	tt1319540:-	tt1459803:-	
9	tt1459765:-	tt1459770:-	tt1459774:-	tt1459775:-	tt1459782:-	tt1459788:-	tt1459793:-	tt1459796:-	tt1459798:-	tt1459810:-	
11	tt1459766:-	tt1459769:-	tt1459771:-	tt1459778:-	tt1459785:-	tt1459786:-	tt1459800:-	tt1459802:7.6	tt1459805:-	tt1459815:-	
10	tt1459787:-	tt1459789:-	tt1459791:-	tt1459797:-	tt1459801:-	tt1459806:-	tt1459807:-	tt1459808:-	tt1459809:-	tt1459814:-	
6	tt1460605:-	tt1460610:-	tt1460611:-	tt1460614:-	tt1460615:-	tt1460616:-	tt1460617:-	tt1460618:-	tt1460620:-	tt1460621:-	
