9	tt0660354:-	tt1049730:-	tt1049731:-	tt1049732:-	tt1049735:-	tt1057251:-	tt1077814:-	tt1077815:-	tt1077816:-	tt1077817:-	tt1077818:-	tt1077819:-	tt1077820:-	
11	tt0660355:-	tt1049969:-	tt1049973:-	tt1275265:-	tt1275266:-	tt1275271:-	tt1275273:-	tt1275274:-	tt1275275:-	tt1275276:-	tt1275277:-	tt1275282:-	tt1275285:-	
\N	tt0660356:-	tt0660357:-	tt0660358:-	
15	tt1046686:-	tt1046687:-	tt1046694:-	tt1046695:-	tt1046696:-	tt1046699:-	tt1046700:-	tt1046701:-	tt1046702:-	tt1046706:-	tt1046708:-	tt1046709:-	tt1046710:-	
12	tt1046688:-	tt1046689:-	tt1046692:-	tt1046693:-	tt1046697:-	tt1046698:-	tt1046703:-	tt1046704:-	tt1275268:-	tt1275272:-	tt1275279:-	tt1275280:-	tt1275281:-	
10	tt1046690:-	tt1049733:-	tt1049734:-	tt1052905:-	tt1052914:-	tt1275263:-	tt1275264:-	tt1275267:-	tt1275269:-	tt1275270:-	tt1275278:-	tt1275283:-	tt1275284:-	
7	tt1046691:-	tt1046707:-	tt1049970:-	tt1049971:-	tt1049974:-	tt1086186:-	tt1086187:-	tt1086188:-	tt1086614:-	tt1086615:-	tt1086616:-	tt1086617:-	tt1086618:-	
14	tt1046705:-	tt1057249:-	tt1057250:-	tt1057252:-	tt1114048:-	tt1114049:-	tt1277882:-	tt1277883:-	tt1277884:-	tt1277885:-	tt1277886:-	tt1277887:-	tt1277888:-	
1	tt1052904:-	tt1061601:-	tt1061602:-	tt1061603:-	tt1061604:-	tt1061606:-	tt1061607:-	tt1061608:-	tt1061609:-	tt1061610:-	tt1061611:-	tt1061612:-	tt1091022:-	
8	tt1052906:-	tt1052909:-	tt1052911:-	tt1052912:-	tt1052917:-	tt1097994:-	tt1097995:-	tt1098262:-	tt1098263:-	tt1098264:-	tt1098265:-	tt1098266:-	tt1103657:-	
3	tt1052907:-	tt1075587:-	tt1075588:-	tt1075589:-	tt1075590:-	tt1075591:-	tt1075592:-	tt1075593:-	tt1075594:-	tt1075595:-	tt1075596:-	tt1075597:-	tt1075598:-	
4	tt1052908:-	
6	tt1052910:-	tt1052916:-	tt1052918:-	tt1091016:-	tt1091017:-	tt1091018:-	tt1091019:-	tt1091020:-	tt1091021:-	tt1093687:-	tt1093688:-	tt1093689:-	tt1093690:-	
2	tt1052913:-	tt1071631:-	tt1071632:-	tt1071633:-	tt1071634:-	tt1071635:-	tt1071636:-	tt1071637:-	tt1071638:-	tt1071639:-	tt1071640:-	tt1071641:-	tt1071642:-	
5	tt1052915:-	
13	tt1061605:-	tt1274535:-	tt1274536:-	tt1274537:-	tt1274538:-	tt1274539:-	tt1274540:-	tt1274541:-	tt1274542:-	tt1274543:-	tt1274544:-	tt1274545:-	tt1274546:-	
