1	tt0993019:-	tt0993020:-	tt0993021:-	tt0993022:-	tt0993023:-	tt2161763:-	tt2161765:-	tt2161767:-	tt2161769:-	tt2161771:-	tt2161773:-	tt2161775:-	tt2161777:-	tt2161779:-	
5	tt2157321:-	tt2161817:-	tt2161819:-	tt2161821:-	tt2161823:-	tt2161825:-	tt2161827:-	tt2161829:-	tt2161831:-	tt2163359:-	
\N	tt2157323:-	
3	tt2161781:-	tt2161783:-	tt2161785:-	tt2161787:-	tt2161789:-	tt2161791:-	tt2161793:-	tt2161795:-	tt2161797:-	
4	tt2161799:-	tt2161801:-	tt2161803:-	tt2161805:-	tt2161807:-	tt2161809:-	tt2161811:-	tt2161813:-	tt2161815:-	
