\N	tt10413792:-	tt10483006:-	tt11301370:-	tt11349816:-	tt11416788:-	tt11588518:-	tt11864084:-	tt11972964:-	tt11972974:-	tt11972986:-	tt11972998:-	tt11973014:-	tt11973028:-	tt12422468:-	tt12517148:-	tt12603374:-	tt12880840:-	tt13069548:-	tt13074730:-	tt13308164:-	tt13469268:-	tt13527312:-	tt13528704:-	tt13629156:-	tt13701116:-	tt13701120:-	tt13781058:-	tt13813914:-	tt4860702:-	tt4860726:-	tt8701150:-	
10	tt11214422:-	tt11214472:-	tt11219768:-	tt11225202:-	tt11231050:-	tt11238078:-	
1	tt6188974:-	tt6195308:-	tt6204330:-	
2	tt6211264:-	tt6216610:-	
3	tt6224314:-	
4	tt6261094:-	
5	tt6265116:-	
6	tt6304936:-	
7	tt6315606:-	
8	tt6326582:-	
12	tt6333158:-	tt6340116:-	
14	tt6345248:-	tt6347196:-	tt6350418:-	tt6352672:-	tt6355042:-	tt6357732:-	tt6367058:-	tt6372730:-	tt6377668:-	
13	tt6370466:-	
11	tt6385160:-	
15	tt6467506:-	tt6702512:-	tt6741600:-	
