10	tt10005562:-	tt10005564:-	tt10005566:-	tt10005568:-	tt10005570:-	tt10005572:-	tt10005574:-	tt10005576:-	tt10005578:-	tt10005580:-	tt10005582:-	tt10005584:-	tt10005586:-	tt10005588:-	tt10005590:-	tt10005592:-	tt10005594:-	tt10005596:-	tt10005598:-	tt10005600:-	
11	tt10021098:-	tt10021100:-	tt10021102:-	tt10021104:-	tt10021110:-	tt10021112:-	tt10021116:-	tt10021118:-	tt10021120:-	tt10021122:-	tt10021124:-	tt10021126:-	tt10021128:-	tt10021130:-	tt10021132:-	tt10021134:-	tt10021136:-	tt10021138:-	tt10021140:-	tt10021142:-	
12	tt10021162:-	tt10021164:-	tt10021168:-	tt10021170:-	tt10021172:-	tt10021174:-	tt10021176:-	tt10021178:-	tt10021180:-	tt10021182:-	tt10021184:-	tt10021186:-	tt10021188:-	tt10021190:-	tt10021192:-	tt10021194:-	tt10021196:-	tt10021198:-	tt10021202:-	tt10021204:-	
13	tt10021234:-	tt10021236:-	tt10021238:-	tt10021240:-	tt10021242:-	tt10021244:-	tt10021246:-	tt10021248:-	tt10021250:-	tt10021252:-	tt10021254:-	tt10021256:-	tt10021258:-	tt10021260:-	tt10021262:-	tt10021264:-	tt10021266:-	tt10021270:-	tt10021272:-	tt10021274:-	
14	tt10021318:-	tt10021320:-	tt10021322:-	tt10021324:-	tt10021326:-	tt10021328:-	tt10021330:-	tt10021332:-	tt10021334:-	tt10021336:-	tt10021338:-	tt10021340:-	tt10021342:-	tt10021344:-	tt10021346:-	tt10021348:-	tt10021350:-	tt10021352:-	tt10021354:-	tt10021356:-	
15	tt10021370:-	tt10021372:-	tt10021374:-	tt10021376:-	tt10021378:-	tt10021380:-	tt10021382:-	tt10021384:-	tt10021386:-	tt10021388:-	tt10021390:-	tt10021392:-	tt10021394:-	tt10021396:-	tt10021398:-	tt10021400:-	tt10021404:-	tt10021406:-	tt10021408:-	tt10021410:-	
16	tt10021420:-	tt10021422:-	tt10021424:-	tt10021426:-	tt10021428:-	tt10021430:-	tt10021432:-	tt10021434:-	tt10021436:-	tt10021438:-	tt10021440:-	tt10021442:-	tt10021444:-	tt10021446:-	tt10021450:-	tt10021452:-	tt10021454:-	tt10021456:-	tt10021458:-	tt10021460:-	
17	tt10021482:-	tt10021484:-	tt10021486:-	tt10021488:-	tt10021490:-	tt10021492:-	tt10021494:-	tt10021496:-	tt10021498:-	tt10021500:-	tt10021502:-	tt10021504:-	tt10021506:-	tt10021508:-	tt10021510:-	tt10021512:-	tt10021514:-	tt10021516:-	tt10021518:-	tt10021520:-	
18	tt10021532:-	tt10021534:-	tt10021536:-	tt10021538:-	tt10021540:-	tt10021542:-	tt10021544:-	tt10021546:-	tt10021548:-	tt10021550:-	tt10021552:-	tt10021554:-	tt10021558:-	tt10021560:-	tt10021562:-	tt10021564:-	tt10021566:-	tt10021568:-	tt10021570:-	tt10021574:-	
19	tt10033768:-	tt10033770:-	tt10033772:-	tt10033774:-	tt10033776:-	tt10033778:-	tt10033780:-	tt10033782:-	tt10033784:-	tt10033786:-	tt10033788:-	tt10033790:-	tt10033792:-	tt10033794:-	tt10033796:-	tt10033800:-	tt10033802:-	tt10033804:-	tt10033806:-	tt10033808:-	
