1	tt12078778:-	tt12078784:-	tt12078786:-	tt12078788:-	tt12078790:-	tt12078794:-	tt12078798:-	tt12078800:-	
2	tt12875430:-	tt13051696:-	tt13051698:-	tt13051700:-	tt13051702:-	tt13051704:-	tt13051706:-	tt13051708:-	tt13113094:4.6	
3	tt14212804:-	tt14212808:-	tt14212812:-	tt14212814:-	tt14212816:-	tt14212820:-	tt14212828:-	tt14212832:-	tt14212836:-	
