46	tt10050406:-	tt10101964:-	tt10133026:-	tt1629056:-	tt8644014:-	tt9000252:-	tt9060256:-	tt9085016:-	tt9185824:-	tt9214678:-	tt9257184:-	tt9323120:-	tt9373154:-	tt9383360:-	tt9614510:-	tt9703262:-	tt9822980:-	tt9877960:-	
47	tt10117328:-	tt11101778:-	tt11166816:-	tt11628770:-	tt11797018:-	tt11939870:-	tt12003420:-	tt12015354:-	tt12782344:-	tt1609640:-	
34	tt1061489:-	tt1061490:-	tt1061491:-	tt1061492:-	tt1061493:-	tt1061494:-	tt1061495:-	tt1061496:-	tt1061497:-	tt1061498:-	tt1061499:-	
4	tt1064562:-	
9	tt1064563:-	
5	tt1064564:-	
1	tt1064565:-	tt1064570:-	
3	tt1064566:-	
12	tt1064567:-	
8	tt1064568:-	
2	tt1064569:-	
6	tt1064571:-	
11	tt1064572:-	
7	tt1064573:-	
10	tt1064574:-	
13	tt1064575:-	
33	tt1070184:-	tt1070185:-	tt1070186:-	tt1070187:-	tt1070188:-	tt1070189:-	tt1070190:-	tt1070191:-	tt1070192:-	tt1070193:-	
32	tt1072532:-	tt1072533:-	tt1072586:-	tt1072587:-	tt1146710:-	tt1146712:-	tt1146713:-	
31	tt1097131:-	tt1097137:-	tt1097139:-	tt1097140:-	tt1097143:-	tt1097144:-	tt1097145:-	tt1097149:-	tt1097151:-	tt1097152:-	tt1097153:-	tt1097154:-	tt1097155:-	tt1097157:-	
25	tt1097132:-	
28	tt1097133:-	
20	tt1097134:-	
15	tt1097135:-	
17	tt1097136:-	tt1097142:-	
18	tt1097138:-	
16	tt1097141:-	
27	tt1097146:-	
21	tt1097147:-	
24	tt1097148:-	
30	tt1097150:-	tt1097301:-	
19	tt1097156:-	
14	tt1097158:-	
29	tt1097300:-	
26	tt1097302:-	
23	tt1097303:-	
35	tt1106668:-	tt1113484:-	tt1113485:-	tt1142684:-	tt1142685:-	tt1142686:-	tt1142687:-	tt1146709:-	tt1146711:-	tt1154344:-	tt1168949:-	tt1172824:-	tt1176551:-	tt1183441:-	tt1186311:-	tt1186312:-	tt1205778:-	tt1205779:-	
\N	tt11233720:-	tt13904054:-	tt1573522:-	tt1575975:-	tt1591322:-	tt1591909:-	tt1615328:-	tt1618222:-	tt1623500:-	tt1647569:-	tt1655889:-	tt1697263:-	tt1856397:-	tt2235652:-	tt2484888:-	
39	tt11234050:-	tt2420108:-	tt2420112:-	tt2420116:-	
41	tt11520692:-	tt3656938:-	tt3656952:-	tt3656984:-	tt4202178:-	tt6149088:-	
48	tt13256634:-	tt13300188:-	tt13345540:-	tt13376814:-	tt13458496:-	tt13507888:-	tt13949988:-	tt14009312:-	
36	tt1665618:-	tt2420096:-	tt2484700:-	tt2484756:-	tt2484828:-	tt2484836:-	tt2484840:-	tt2484860:-	tt2484872:-	tt2484908:-	tt2484912:-	
37	tt2420098:-	
38	tt2420100:-	
42	tt5609926:-	tt6530012:-	tt6530018:-	tt6530026:-	
44	tt6924468:-	tt6924472:-	tt9834020:-	
45	tt8142016:-	tt8347192:-	tt8470882:-	tt8541294:-	tt8571566:-	tt8643764:-	tt8698396:-	tt8797842:-	tt8968180:-	tt9001382:-	tt9020624:-	
43	tt9883406:-	
