1	tt4623662:-	tt4623686:-	tt4623702:-	tt4623762:-	tt4623784:-	tt4623802:-	tt4623852:-	tt4623874:-	tt4623888:-	tt4623892:-	tt4623930:-	tt4623940:-	
6	tt4875176:-	tt4875192:-	tt4875210:-	tt4875230:-	tt4875264:-	tt4875278:-	tt4875286:-	tt4884692:-	tt4884704:-	tt4884710:-	tt4913426:-	tt4913468:-	tt4913476:-	
5	tt4875306:-	tt4875318:-	tt4875324:-	tt4875332:-	tt4875342:-	tt4875344:-	tt4875418:-	tt4875424:-	tt4875440:-	tt4875448:-	tt4875452:-	tt4875462:-	tt4875470:-	
3	tt4875372:-	tt4876300:-	tt4876304:-	tt4876310:-	tt4876312:-	tt4876320:-	tt4876322:-	tt4876326:-	tt4877304:-	tt4877310:-	tt4877324:-	tt4877338:-	tt4877352:-	
2	tt4875416:-	tt4877364:-	tt4877370:-	tt4877380:-	tt4877384:-	tt4877394:-	tt4877432:-	tt4877452:-	tt4877496:-	tt4877506:-	tt4877514:-	tt4877532:-	tt4877538:-	
4	tt4875482:-	tt4875494:-	tt4875500:-	tt4875506:-	tt4875510:-	tt4875534:-	tt4875538:-	tt4876106:-	tt4876116:-	tt4876124:-	tt4876132:-	tt4876148:-	tt4876296:-	
\N	tt4876140:-	tt4877406:-	tt5300382:-	tt5300424:-	tt5300430:-	tt5300438:-	tt5676014:-	tt5676026:-	
7	tt4990880:-	tt4990904:-	tt4990912:-	tt4990918:-	tt4990934:-	tt4990942:-	tt5264668:-	tt5264676:-	tt5264712:-	tt5264746:-	tt5264826:-	tt5264830:-	tt5264868:-	
8	tt5272820:-	tt5272826:-	tt5272828:-	tt5272834:-	tt5272840:-	tt5272848:-	tt5272850:-	tt5272852:-	tt5272858:-	tt5272862:-	tt5272868:-	tt5272874:-	tt5272882:-	
9	tt5277516:-	tt5277526:-	tt5277536:-	tt5277540:-	tt5277556:-	tt5277566:-	tt5277568:-	tt5277572:-	tt5277576:-	tt5277582:-	tt5277584:-	tt5277590:-	tt5277594:-	
10	tt5300358:-	tt5300360:-	tt5300366:-	tt5300376:-	tt5300394:-	tt5300408:-	tt5300450:-	tt5300454:-	tt5300458:-	
11	tt5300468:-	tt5300470:-	tt5675574:-	tt5675592:-	tt5675608:-	tt5675616:-	tt5675624:-	tt5675634:-	tt5675652:-	tt5675662:-	tt5675674:-	tt5675686:-	tt5675700:-	
12	tt5675724:-	tt5675732:-	tt5675756:-	tt5675766:-	tt5675772:-	tt5675780:-	tt5675788:-	tt5675802:-	tt5675812:-	tt5675826:-	tt5675830:-	tt5675842:-	tt5675844:-	
13	tt5675852:-	tt5675878:-	tt5675882:-	tt5675888:-	tt5675892:-	tt5675894:-	tt5675904:-	tt5675910:-	tt5675918:-	tt5675924:-	tt5675930:-	tt5675932:-	tt5675938:-	
14	tt5675940:-	tt5675944:-	tt5675948:-	tt5675952:-	tt5675992:-	tt5676004:-	tt5676034:-	
