1	tt13600500:-	tt13600516:-	tt13600522:-	tt13600688:-	tt13600762:-	tt13600880:-	tt13601572:-	tt13601578:-	tt13603418:-	tt13603428:-	tt13603458:-	tt13603462:-	tt13603492:-	
2	tt13603764:-	tt13603810:-	tt13603848:-	tt13603860:-	tt13603870:-	tt13603882:-	tt13603896:-	tt13603902:-	tt13603912:-	tt13603916:-	tt13603926:-	tt13603936:-	
3	tt13603942:-	tt13603950:-	tt13603952:-	tt13603958:-	tt13603962:-	tt13603972:-	tt13603978:-	tt13603986:-	tt13603992:-	tt13603996:-	tt13604000:-	tt13604006:-	
4	tt13604040:-	tt13604056:-	tt13604076:-	tt13604084:-	tt13604094:-	tt13604100:-	tt13604112:-	tt13604120:-	tt13604132:-	tt13604148:-	tt13604158:-	tt13604170:-	
5	tt13604186:-	tt13604200:-	tt13604212:-	tt13604226:-	
