\N	tt0744779:-	tt0744780:-	tt0744781:-	tt0744782:-	tt0744783:-	tt0744784:-	tt0744785:-	tt0744786:-	tt0744787:-	tt0744788:-	tt0744789:-	tt0744790:-	tt0744791:-	tt0744792:-	tt0744793:-	tt0744794:-	tt0744795:-	tt0744796:-	tt0744797:-	tt0744798:-	tt0744799:-	tt0744800:-	tt0744801:-	tt0744802:-	tt0744803:-	tt0744804:-	tt0744805:-	tt0744806:-	tt0744807:-	tt0744808:-	tt0744809:-	tt0744810:-	tt0744811:-	tt0744812:-	tt0744813:-	tt0744814:-	tt0744815:-	tt0744816:-	tt0744817:-	tt0744818:-	tt0744819:-	tt0744820:-	tt0744821:-	tt0744822:-	tt0767941:-	tt0768623:-	tt0788871:-	tt0822303:-	tt0830787:-	tt0837513:-	tt0843168:-	tt0942280:-	tt0987861:-	tt0987862:8.8	tt0989594:-	tt0994676:-	tt0994677:-	tt1024630:-	tt1037658:-	tt1140822:-	tt1172017:-	tt1196575:-	tt1211317:-	tt1214924:-	tt1228843:9.2	tt12327632:-	tt1248221:-	tt12510014:-	tt1258102:-	tt1270249:-	tt1286104:-	tt1286105:-	tt13375356:-	tt1350449:-	tt1376365:-	tt1394133:-	tt1491562:-	tt1505728:-	tt1510219:-	tt1578216:-	tt1578217:-	tt1605542:-	tt1734012:-	tt1810430:-	tt1923990:-	tt2262608:-	tt2623104:-	tt2623112:-	tt2746636:-	tt3355872:-	tt5148198:-	tt5175800:-	tt7636620:-	tt7851066:-	tt8140266:-	
5	tt11857592:-	tt2623076:-	tt7190042:-	tt7190048:-	tt7190050:-	tt7190054:-	tt7190056:-	tt7190058:-	tt7190060:-	tt7190062:-	tt7190064:-	tt7190066:-	tt7190068:-	tt7190070:-	tt7190072:-	tt7190074:-	tt7190076:-	tt7190078:-	tt7190082:-	tt7190084:-	tt7190086:-	tt7190088:-	tt7190090:-	tt7190092:-	tt7190094:-	tt7190096:-	tt7190098:-	tt7190100:-	tt7190102:-	tt7190104:-	tt7190106:-	tt7190108:-	tt7190110:-	tt7190112:-	tt7190114:-	tt7190116:-	tt7190118:-	tt7190120:-	tt7190122:-	tt7190124:-	tt7190126:-	tt7190128:-	tt7190130:-	tt7190132:-	tt7190134:-	tt7190136:-	tt7190138:-	tt7190142:-	tt7190144:-	tt7190146:-	tt7190148:-	tt7190150:-	tt7190152:-	tt7190154:-	tt7190156:-	tt7190158:-	tt7190160:-	tt7190162:-	tt7190164:-	tt7190166:-	tt7190168:-	tt7190170:-	tt7190172:-	tt7190174:-	tt7190176:-	tt7190178:-	tt7190180:-	tt7190182:-	tt7190184:-	tt7190186:-	tt7190188:-	tt7190190:-	tt7190192:-	tt7190194:-	tt7190198:-	tt7190200:-	tt7190202:-	tt7190204:-	tt7190206:-	
1	tt2622916:-	tt4430996:-	tt7189624:-	tt7189628:-	tt7189630:-	tt7189632:-	tt7189634:-	tt7189636:-	tt7189638:-	tt7189640:-	tt7189644:-	tt7189646:-	tt7189648:-	tt7189650:-	tt7189652:-	tt7189656:-	tt7189658:-	tt7189660:-	tt7189662:-	tt7189664:-	tt7189666:-	tt7189668:-	tt7189670:-	tt7189672:-	tt7189674:-	tt7189676:-	tt7189680:-	tt7189684:-	tt7189688:-	tt7189690:-	tt7189692:-	tt7189694:-	tt7189696:-	tt7189698:-	tt7189700:-	tt7189702:-	tt7189704:-	tt7189706:-	tt7189710:-	tt7189712:-	tt7189714:-	tt7189718:-	tt7189720:-	tt7189722:-	tt7189724:-	tt7189726:-	tt7189728:-	tt7189730:-	tt7189732:-	tt7189734:-	tt7189736:-	tt7189740:-	tt7189742:-	tt7189744:-	tt7189746:-	tt7189750:-	tt7189752:-	tt7189754:-	tt7189756:-	tt7189758:-	tt7189760:-	tt7189764:-	tt7189766:-	tt7189768:-	tt7189774:-	tt7189776:-	tt7189778:-	tt7189782:-	tt7189784:-	tt7189786:-	tt7189788:-	tt7189790:-	tt7189794:-	tt7189796:-	tt7189798:-	tt7189800:-	tt7189802:-	tt7189804:-	
2	tt2623056:-	tt2623108:-	tt4431004:-	tt7189816:-	tt7189818:-	tt7189820:-	tt7189824:-	tt7189826:-	tt7189830:-	tt7189832:-	tt7189834:-	tt7189836:-	tt7189838:-	tt7189840:-	tt7189842:-	tt7189844:-	tt7189848:-	tt7189850:-	tt7189852:-	tt7189854:-	tt7189856:-	tt7189858:-	tt7189860:-	tt7189862:-	tt7189866:-	tt7189868:-	tt7189870:-	tt7189872:-	tt7189874:-	tt7189876:-	tt7189880:-	tt7189882:-	tt7189884:-	tt7189886:-	tt7189888:-	tt7189890:-	tt7189894:-	tt7189896:-	tt7189898:-	tt7189900:-	tt7189902:-	tt7189904:-	tt7189906:-	tt7189908:-	tt7189910:-	tt7189914:-	tt7189918:-	tt7189920:-	tt7189922:-	tt7189924:-	tt7189926:-	tt7189928:-	tt7189930:-	tt7189932:-	tt7189934:-	tt7189938:-	tt7189940:-	tt7189942:-	tt7189944:-	tt7189946:-	tt7189948:-	tt7189952:-	tt7189954:-	tt7189956:-	tt7189958:-	tt7189960:-	tt7189964:-	tt7189966:-	tt7189968:-	tt7189970:-	tt7189972:-	tt7189974:-	tt7189978:-	tt7189980:-	tt7189982:-	tt7189984:-	tt7189986:-	tt7189988:-	tt7189990:-	tt7189994:-	tt7189996:-	tt7189998:-	tt7190000:-	tt7190004:-	tt7190008:-	tt7190010:-	tt7190012:-	tt7190014:-	
6	tt2623078:-	tt2623100:-	tt7190208:-	tt7190214:-	tt7190216:-	
3	tt7190026:-	tt7190028:-	tt7190030:-	tt7190032:-	tt7190044:-	
4	tt7190034:-	tt7190038:-	tt7190040:-	tt7190046:-	tt7190052:-	
7	tt7190210:-	tt7190212:-	tt7190218:-	tt7190222:-	tt7190224:-	
8	tt7190220:-	tt7190226:-	tt7190234:-	tt7190240:-	tt7190244:-	
11	tt7190228:-	tt7190258:-	tt7190260:-	tt7190262:-	tt7190264:-	
10	tt7190230:-	tt7190242:-	tt7190250:-	tt7190252:-	tt7190254:-	
9	tt7190232:-	tt7190236:-	tt7190238:-	tt7190246:-	tt7190248:-	
12	tt7190256:-	tt7190266:-	tt7190268:-	tt7190274:-	tt7190276:-	
13	tt7190270:-	tt7190272:-	tt7190278:-	tt7190280:-	tt7190282:-	tt7190284:-	tt7190286:-	tt7190288:-	tt7190290:-	tt7190292:-	tt7190294:-	tt7190296:-	tt7190298:-	
