1	tt5340984:7.3	tt5351254:7.7	tt5353470:7.7	tt5354716:7.4	tt5354720:7.1	tt5354724:7.7	tt6319556:7.9	
2	tt6362304:8.0	tt6362306:7.7	tt6362308:7.4	tt6362310:7.8	tt6362312:7.8	tt6362314:7.7	
3	tt8922692:7.8	tt8922694:8.2	tt8922696:7.7	tt8922698:6.6	tt8922700:6.9	tt8922704:8.1	
