1	tt0691630:7.7	tt0691631:7.9	tt0757001:8.0	tt0762475:7.7	tt1109877:8.0	tt1109878:8.1	
2	tt0691632:7.9	tt0691633:8.5	tt1163662:7.7	tt1167245:8.4	tt1167246:7.8	tt1167247:8.3	tt1168170:7.6	
3	tt7869616:9.0	tt8793814:8.6	tt8793816:8.6	tt8793818:8.5	tt8801820:8.8	tt8801822:8.7	tt8801824:9.2	
