4	tt14376486:-	tt14376490:-	tt14376492:-	tt14376494:-	tt14376498:-	tt14376502:-	
5	tt14376512:-	tt14376514:-	tt14376518:-	tt14376520:-	tt14376522:-	tt14376528:-	
6	tt14376578:-	tt14376580:-	tt14376588:-	tt14376590:-	tt14376594:-	tt14376598:-	
7	tt14376602:-	tt14376604:-	tt14376606:-	tt14376610:-	tt14376612:-	tt14376614:-	
9	tt14378492:-	tt14378494:-	tt14378496:-	tt14378502:-	tt14378510:-	tt8438890:-	
8	tt14378520:-	tt14378522:-	tt14378524:-	tt14378526:-	tt14378528:-	tt14378530:-	
10	tt14382100:-	tt14382110:-	tt14382116:-	tt14382120:-	tt14382128:-	tt14382166:-	
11	tt14382646:-	tt14382654:-	tt14382664:-	tt14382670:-	tt14382672:-	tt14382682:-	
1	tt5276776:-	tt5276780:-	tt5276796:-	tt5276800:-	tt5276804:-	tt5276810:-	
2	tt5276818:-	tt5276830:-	tt5276842:-	tt5276852:-	tt5276858:-	tt5276860:-	
3	tt5282806:-	tt5282820:-	tt5282836:-	tt5282954:-	tt5282982:-	tt5282996:-	
