14	tt10066638:7.6	tt10066658:-	tt10851958:-	tt10851966:-	tt10851980:-	tt10852614:-	tt10944972:-	tt10944984:-	tt10944994:-	tt10945016:-	tt11029060:-	tt11029074:-	tt11067524:-	tt9665964:7.8	tt9752224:7.5	tt9752250:7.6	tt9845104:8.0	tt9845116:8.0	
\N	tt13206736:-	tt13206740:-	tt13206742:-	tt9428908:-	
12	tt14648038:-	tt8024394:7.7	tt8053240:7.1	tt8135096:7.4	tt8135104:7.6	tt8135120:8.2	tt8178118:7.3	tt8238818:7.6	tt8238856:-	tt8280714:7.6	tt8348534:7.4	tt8348554:8.3	tt8348584:7.9	
1	tt1835571:6.9	tt1835572:7.2	tt1835573:6.0	tt1840106:5.9	tt1840107:6.7	tt1840108:6.0	tt1840109:5.6	tt1840110:5.8	tt1840111:7.2	tt1840777:6.3	tt1840778:5.7	tt1840779:7.2	tt1840780:6.2	
2	tt2136004:6.2	tt2136005:6.0	tt2136006:6.5	tt2136007:6.9	tt2136008:7.0	tt2136009:6.8	tt2138909:5.5	tt2469078:6.0	tt2469122:6.3	tt2469154:6.0	tt2469206:6.2	tt2469222:6.8	tt2469246:6.6	tt2473506:7.6	tt2473512:7.3	tt2473606:6.8	tt2473698:7.7	tt2473896:6.5	tt2473924:7.5	tt2473954:7.5	tt2473982:7.8	tt2474000:7.1	tt2474008:7.5	tt2474882:7.9	tt2474918:7.5	tt2474936:7.6	
3	tt2475810:8.1	tt2475824:8.1	tt2475838:8.1	tt2475854:7.9	tt2475872:7.8	tt2475894:7.9	tt2475904:7.9	tt3020258:7.7	tt3044808:8.3	tt3044946:8.2	tt3058666:7.7	tt3058706:7.4	tt3058804:8.0	tt3107446:6.6	tt3107510:7.1	tt3107554:7.4	tt3116554:7.1	tt3733248:6.3	tt3733980:-	tt3735688:7.2	tt3735696:7.1	tt3735708:6.7	tt3735724:6.0	tt3735738:-	tt3735754:7.9	tt3736768:7.7	
4	tt3875780:7.8	tt3876280:6.9	tt3876324:7.4	tt3876410:7.5	tt3876500:6.7	tt3876558:7.8	tt3878506:7.0	tt3878582:5.3	tt3878750:7.6	tt5255292:-	tt5255306:-	tt5255356:-	tt5255370:-	
8	tt5115950:6.8	tt5119778:6.6	tt5151774:7.2	tt5161142:7.4	tt5178836:7.4	tt5197950:6.5	tt5230356:7.3	tt5536180:7.3	tt5536272:-	tt5556056:7.2	tt5556096:7.1	tt5561478:5.2	tt5561590:-	
7	tt5255378:-	tt5255386:-	tt5257092:-	tt5257108:-	tt5257120:-	tt5257142:-	tt5257182:-	tt5257200:-	tt5257260:-	tt5257274:-	tt5257294:-	tt5257312:-	tt5257318:-	
9	tt5561536:6.8	tt5561552:-	tt5561558:6.0	tt5561578:-	tt5791514:7.2	tt5791568:7.7	tt5792134:5.8	tt5792752:7.6	tt5912980:5.7	tt5934588:7.0	tt5957062:-	tt5970964:-	tt6003392:5.1	
10	tt6188618:6.8	tt6208034:7.3	tt6231020:6.2	tt6421694:6.0	tt6454740:6.2	tt6454830:5.1	tt6495612:6.2	tt6495678:6.6	tt6545738:6.8	tt6569924:7.3	tt6569958:6.8	tt6628046:7.0	tt6686126:6.6	
11	tt7574684:6.7	tt7574696:7.0	tt7574712:7.4	tt7574796:6.7	tt7597898:7.0	tt7597900:6.6	tt7778580:6.2	tt7778584:7.6	tt7897284:6.8	tt7897286:7.0	tt7897292:7.0	tt7897294:6.0	tt7981586:6.8	
13	tt8850652:7.5	tt8932644:7.0	tt8932646:7.0	tt9070130:8.1	tt9070134:7.7	tt9070136:8.4	tt9372074:7.4	tt9428886:7.7	tt9428896:-	tt9555056:-	tt9555102:7.7	tt9555162:7.8	tt9555644:-	
