10	tt10036972:-	tt10037006:-	tt10037030:8.2	tt8347294:7.6	tt8347306:6.4	tt8505772:7.3	tt9860212:-	tt9860248:-	tt9887640:-	tt9899028:7.0	
11	tt11039060:8.5	tt11078994:8.7	tt11182146:-	tt11223790:-	tt11273228:-	tt11279042:8.4	tt11349922:-	tt11349984:-	tt11361890:-	tt11370174:-	
4	tt3516452:7.0	tt3564926:7.0	tt3564932:8.2	tt3564936:6.9	tt3579362:7.3	tt3579368:7.4	tt3579378:8.1	tt3579384:6.9	tt5053338:8.0	tt5053412:8.2	
2	tt3564944:6.6	tt3917830:7.2	tt3917832:7.5	tt3917836:6.6	tt3917840:7.2	tt3917842:7.4	tt5017136:7.0	tt5017138:7.3	tt5044540:7.3	tt5050062:7.2	
1	tt3907620:7.6	tt3907628:7.3	tt3907632:7.7	tt3907644:7.3	tt3907650:7.5	tt3907652:7.1	tt3907656:7.5	tt3907662:7.5	tt3907666:7.7	tt3907668:7.8	
3	tt4575832:7.3	tt5017160:6.4	tt5017174:6.7	tt5053194:7.3	tt5053208:6.6	tt5053216:6.9	tt5053238:7.1	tt5053244:8.0	tt5053248:6.0	tt5093492:7.6	
5	tt5061904:7.0	tt5061914:7.0	tt5061922:7.1	tt5061934:7.0	tt5061936:7.2	tt5061942:8.6	tt5061946:7.5	tt5061952:6.7	tt5061958:7.4	tt5061962:7.7	
6	tt5061966:7.3	tt5061968:7.0	tt5080816:7.2	tt5080826:6.9	tt5080838:6.9	tt5080842:6.8	tt5080854:7.1	tt5080862:7.8	tt5080874:7.3	tt5080878:7.1	
7	tt5080884:9.3	tt5080892:7.4	tt5080894:8.2	tt5080902:7.7	tt5105590:6.7	tt5113622:7.9	tt5135556:7.3	tt5185830:6.6	tt5185834:7.5	tt5195426:8.0	
8	tt5252862:6.9	tt5935624:7.0	tt5958192:8.0	tt5984008:7.0	tt5996158:6.9	tt6028494:6.1	tt6047460:6.8	tt6062822:7.5	tt6083854:6.9	tt6311774:6.7	
9	tt6614884:7.1	tt6645546:7.0	tt6681652:7.1	tt6710784:6.7	tt6747200:6.8	tt6764700:8.0	tt6795028:8.1	tt6817118:7.9	tt6848712:7.9	tt6878482:8.7	
