10	tt10026956:7.8	tt10026958:7.4	tt10026962:7.2	tt10121182:7.4	tt10121190:8.9	tt10121194:7.8	tt10121200:7.2	tt10121206:7.2	tt10278536:7.2	tt10278538:6.9	tt8359768:7.9	tt9881554:7.8	
1	tt1593454:8.1	tt1596424:8.1	tt1602200:7.8	tt1606927:8.2	tt1614626:8.1	tt1632787:8.2	tt1632788:7.8	tt1632789:8.1	tt1632790:8.0	tt1649502:7.9	
2	tt1824388:8.5	tt1824389:7.9	tt1826197:8.1	tt1827069:8.1	tt1838973:8.2	tt1839856:8.3	tt1843469:7.9	tt1862659:7.9	tt1873037:8.2	tt1873038:7.9	tt1878253:7.8	tt1879285:8.8	tt1899711:7.9	
3	tt2190797:8.4	tt2201449:7.9	tt2211987:8.5	tt2229905:8.4	tt2241935:8.5	tt2259227:8.4	tt2276295:8.3	tt2293583:8.8	tt2305353:7.9	tt2319023:7.8	tt2329433:8.2	tt2760616:7.9	
4	tt2634072:8.1	tt2656238:8.4	tt2664508:7.7	tt2679752:7.4	tt2727450:8.2	tt2751998:8.2	tt2760718:8.4	tt2773018:8.2	tt2800464:8.3	tt2852288:8.2	tt2852296:8.4	
5	tt3558556:7.9	tt3562804:7.9	tt3580202:7.6	tt3590510:8.1	tt3593862:7.8	tt3593880:8.1	tt3593882:8.0	tt3593884:8.9	tt3593886:7.6	tt3593892:8.1	tt3674946:7.9	tt3690022:8.2	
6	tt4519176:7.9	tt4519182:8.4	tt4519184:8.2	tt4519190:8.2	tt4519196:8.3	tt4612516:8.0	tt4612528:8.2	tt4629702:7.9	tt4629726:8.2	tt4675426:8.3	tt4675428:8.2	tt4690258:8.3	
8	tt6705236:8.6	tt6941672:7.7	tt6941678:8.6	tt6941682:8.2	tt6941686:7.9	tt6941690:8.1	tt6941696:8.0	tt6941700:8.0	tt6941704:8.0	tt6941716:8.1	tt6969000:8.1	tt6999982:8.2	
7	tt6948772:8.0	tt6955574:7.5	tt6955578:8.1	tt6955582:8.2	tt6955584:7.9	tt6955586:8.5	tt6955606:7.8	tt6955610:8.1	tt6955662:8.1	
9	tt8202506:7.7	tt8202510:7.7	tt8211970:8.7	tt8346456:8.7	tt8346460:8.3	tt8346466:8.7	tt8359750:8.6	tt8359754:7.4	tt8359756:7.4	tt8359758:7.8	tt8359762:7.5	tt8359764:7.8	
