1	tt2387602:8.7	tt2387610:-	tt2387616:-	tt2387628:-	tt2387638:-	tt2387650:-	tt2387654:-	tt2387660:-	tt2387662:-	tt2387664:-	tt2387666:-	tt2387672:-	tt2387676:-	tt2409704:-	tt2409710:1.0	tt2429270:-	tt2429274:-	tt2461534:-	tt2461542:-	tt2485028:-	tt2525748:-	tt2546090:1.0	tt2593564:-	tt2593566:-	tt2593568:-	tt2593570:-	
2	tt3063098:-	tt3066922:-	tt3067266:-	tt3067296:-	tt3071904:3.6	tt3072010:-	tt3072072:-	tt3074330:-	tt3074370:-	tt3074416:4.0	tt3074560:-	tt3116124:-	tt3118552:2.5	tt3118588:-	tt3152714:-	tt3314536:-	tt3314580:-	tt3317260:2.3	tt3317286:-	tt3317308:4.9	tt3335654:-	tt3335728:-	tt3344742:2.8	tt3344756:-	tt3385494:-	tt3385520:-	
