8	tt0656128:-	
23	tt0784460:-	tt1453663:-	
26	tt0934234:-	
27	tt1168147:-	
\N	tt13870048:-	tt1452137:-	tt1457625:-	tt1459676:-	tt1459677:-	tt1459678:-	tt1459680:-	tt1460704:-	tt1460705:-	tt1664914:-	tt1664915:-	tt1665939:-	tt1665941:-	tt1665942:-	tt1666136:-	tt1666137:-	tt1672667:-	tt1672668:-	tt2195204:-	tt2204871:-	tt4195684:-	tt4970334:-	tt5209728:-	
24	tt1452725:-	tt1452729:-	tt1452730:-	tt1453661:-	tt1453662:-	tt1453665:-	
22	tt1452726:-	
1	tt1452727:-	
2	tt1452728:-	
3	tt1453664:-	
5	tt1453666:-	
4	tt1453667:-	
28	tt1459673:-	tt1459674:-	tt1459675:-	tt1459679:-	
18	tt1665938:-	
6	tt1665940:-	
