5	tt0543789:8.5	tt0543790:8.2	tt0543794:8.4	tt0543806:8.7	tt0818231:8.3	tt0818232:8.4	tt0826309:8.2	tt0884845:8.5	tt1197700:8.4	tt1200229:8.3	tt1200230:8.7	tt1202073:8.7	tt1238348:8.5	tt1238349:8.4	
4	tt0543791:8.4	tt0543792:8.2	tt0543793:8.7	tt0543802:8.4	tt0543804:8.8	tt0788984:8.5	tt0788988:8.5	tt0788991:8.6	tt0826308:8.6	tt1085600:8.4	tt1122688:8.6	tt1122963:8.6	tt1197699:8.5	
2	tt0543795:8.6	tt0543798:8.5	tt0543799:9.2	tt0543805:8.1	tt0543809:8.4	tt0543811:8.4	tt0543813:8.6	tt0543814:8.4	tt0543815:8.4	tt0543816:8.5	tt0782258:8.5	tt0826311:8.5	tt1119914:8.1	
1	tt0543796:8.1	tt0543797:8.2	tt0543801:8.1	tt0543803:8.2	tt0543807:8.1	tt0543808:8.1	tt0543810:8.1	tt0543812:7.9	tt0543817:8.2	tt0826310:8.4	tt0826312:8.2	tt0826313:8.4	tt1089846:8.6	
3	tt0543800:8.9	tt0788980:8.0	tt0788981:8.8	tt0788982:8.4	tt0788983:8.6	tt0788985:8.6	tt0788986:8.7	tt0788987:8.3	tt0788989:8.3	tt0788990:8.5	tt0788992:8.5	tt0788993:8.1	tt0793727:8.6	
6	tt0873681:8.8	tt0959368:8.4	tt0959382:8.5	tt1118133:8.5	tt1127736:8.4	tt1127737:8.7	tt1127738:8.3	tt1127739:8.5	tt1127740:8.9	tt1127741:8.5	tt1164702:9.2	tt1177330:8.6	tt1312400:8.2	
