3	tt11923378:8.8	tt8466670:7.5	tt9003630:7.6	tt9010790:7.3	tt9113408:7.5	tt9225480:7.6	tt9225504:7.5	
1	tt6461622:7.7	tt6461624:7.6	tt6461632:7.6	tt6461636:7.7	tt6461640:7.8	tt6461644:8.3	
2	tt6640898:7.9	tt7956156:7.8	tt7956166:8.1	tt7956168:8.3	tt7956178:8.0	tt7956182:8.2	
