1	tt13967884:-	tt13967886:-	tt13967888:-	tt13967890:-	tt13967892:-	tt13967894:-	tt13967896:-	tt13967898:-	tt13967900:-	
2	tt13968026:-	tt13968028:-	tt13968030:-	tt13968032:-	tt13968034:-	tt13968038:-	tt13968040:-	tt13968044:-	
3	tt13968228:-	tt13968230:-	tt13968232:-	tt13968234:-	tt13968236:-	tt13968238:-	tt13968240:-	tt13968242:-	tt13968244:-	tt13968246:-	tt13968248:-	tt13968250:-	
4	tt13968300:-	tt13968302:-	tt13968304:-	tt13968306:-	tt13968308:-	tt13968310:-	tt13968312:-	tt13968314:-	
