1	tt1719369:-	tt1719370:-	tt1719371:-	tt1719372:-	tt1719373:-	tt1719374:-	tt1719375:-	
2	tt1719376:-	tt1719377:-	tt1719378:-	tt1719379:-	tt1719380:-	tt1719381:-	
\N	tt1719382:-	tt1720757:-	
3	tt1719989:-	tt1719990:-	tt1719991:-	tt1719992:-	tt1719993:-	tt1719994:-	
