4	tt10798984:-	
1	tt4664950:7.6	tt6439796:7.8	tt6439800:7.8	tt6439802:7.7	tt6439804:7.6	tt6439806:7.3	tt6439814:7.9	tt6439818:7.9	tt6469076:8.0	tt6469090:7.8	tt6469096:8.3	
2	tt7104934:8.2	tt7702906:8.1	tt7850944:8.1	tt7854156:7.8	tt7859878:7.9	tt7868264:8.0	tt7868294:7.9	tt7868302:8.3	tt7868306:8.4	tt7868322:8.8	
3	tt9023924:8.2	tt9138914:7.9	tt9138928:8.2	tt9138932:8.2	tt9138936:8.1	tt9140950:8.1	tt9140958:8.8	tt9140960:9.2	tt9140964:9.1	tt9140968:6.7	
