1	tt2301641:7.5	tt3491942:6.7	tt3491958:7.8	tt3491972:8.3	tt3491974:8.7	tt3491986:8.4	tt3491992:7.3	tt3491996:7.6	
2	tt4466958:6.8	tt4467044:6.4	tt4467060:6.8	tt4550890:6.4	tt7679840:-	tt7679842:8.4	tt7679844:-	tt7679848:8.5	
3	tt7593480:9.1	tt7618714:7.9	tt7618748:7.3	tt7618786:8.3	tt7618798:7.4	tt7664628:6.8	tt7664634:6.3	tt7664636:8.4	
