9	tt10004658:8.5	tt10004670:7.9	tt10004686:8.2	tt10004690:8.8	tt8682100:8.4	tt8800556:8.1	tt8853362:8.3	tt8853404:8.0	tt9131008:8.2	tt9165430:8.0	tt9184518:8.5	tt9191918:8.1	tt9191926:8.4	tt9191930:8.1	tt9357630:7.9	tt9364264:7.8	tt9418330:8.4	tt9543344:8.1	tt9718220:8.4	tt9800236:8.2	tt9800240:8.1	tt9800242:8.0	
10	tt10177132:8.1	tt10703688:8.2	tt11041638:8.2	tt11080600:8.0	tt11107610:8.0	tt11152356:8.1	tt11188958:8.1	tt11225760:8.0	tt11262620:8.0	tt11276620:7.5	tt11276650:8.0	tt11519506:8.4	tt11585564:7.9	tt11681334:8.6	tt11790476:8.0	tt11803956:8.2	tt11886704:8.2	tt12158520:8.1	tt12182994:9.2	
11	tt12272178:6.8	tt13329234:8.1	tt13339568:8.3	tt13670814:8.2	tt13776014:8.2	tt13899276:7.3	tt13925006:8.1	tt14097508:8.0	tt14112708:7.7	tt14148152:7.3	tt14337958:-	tt14359876:-	tt14362230:-	
1	tt1662066:7.7	tt1702064:7.7	tt1708574:8.2	tt1723838:8.1	tt1723839:8.1	tt1723840:7.8	tt1738427:7.8	tt1748781:7.9	tt1748782:8.3	tt1772455:7.8	tt1790036:8.0	tt1790037:8.0	tt1790038:7.7	tt1807132:7.7	tt1807133:8.2	tt1834995:7.6	tt1845952:8.4	tt1865657:7.3	tt1866376:8.2	tt1876668:7.8	tt1876669:7.9	tt1876670:8.8	
2	tt1988236:7.7	tt2014506:7.9	tt2032642:7.9	tt2034252:8.3	tt2054911:7.6	tt2063056:8.0	tt2081642:8.1	tt2083451:7.8	tt2099849:8.0	tt2108696:8.2	tt2128834:7.7	tt2149351:8.2	tt2152025:7.4	tt2179387:8.0	tt2211459:8.3	tt2256995:8.1	tt2271945:8.0	tt2293455:8.2	tt2313745:7.8	tt2351769:8.1	tt2351771:8.3	tt2382109:8.3	
3	tt2344634:7.9	tt2369348:7.9	tt2385286:8.1	tt2392894:8.2	tt2419580:7.7	tt2423826:8.1	tt2454558:7.8	tt2495652:8.0	tt2513856:8.0	tt2516598:8.0	tt2523404:7.8	tt2628414:8.4	tt2639962:7.8	tt2662128:7.8	tt2670750:8.1	tt2671240:7.9	tt2701798:7.9	tt2757572:8.1	tt2770354:7.7	tt2778890:7.9	tt2808790:8.3	tt2832768:8.6	tt2832770:8.6	
4	tt2801476:8.2	tt3127540:8.3	tt3234610:8.6	tt3245588:8.2	tt3245612:8.1	tt3245620:8.2	tt3245626:8.3	tt3245630:8.0	tt3327830:8.2	tt3344226:7.7	tt3344236:8.1	tt3344238:8.2	tt3344240:8.2	tt3344242:6.9	tt3429144:8.1	tt3429146:8.0	tt3429148:8.1	tt3429150:8.1	tt3624696:8.1	tt3624706:8.2	tt3624710:8.3	tt3664524:8.5	
5	tt3596116:8.6	tt3886548:6.7	tt3953326:8.6	tt4059798:8.2	tt4074088:7.6	tt4097304:8.6	tt4097306:8.6	tt4123730:8.3	tt4150518:7.2	tt4173036:7.8	tt4182922:8.5	tt4283416:8.1	tt4335042:7.3	tt4340318:7.8	tt4357020:7.3	tt4412054:7.8	tt4450710:8.3	tt4460808:8.1	tt4462610:8.4	tt4586936:7.9	tt4614960:8.3	tt4617322:9.0	
6	tt4869752:7.4	tt4919384:8.6	tt4972356:7.6	tt5020342:7.4	tt5023724:7.6	tt5037530:7.4	tt5079814:8.2	tt5093650:8.5	tt5166954:7.7	tt5176120:7.7	tt5193058:8.2	tt5209954:8.3	tt5243242:7.8	tt5269998:8.4	tt5370526:7.9	tt5419162:8.1	tt5437532:7.7	tt5458518:8.0	tt5553850:7.8	tt5567298:8.0	tt5641268:7.6	tt5701712:7.9	
7	tt5582656:8.0	tt5937532:7.6	tt5946894:7.6	tt5946904:7.6	tt6035884:7.3	tt6048030:7.2	tt6080290:8.0	tt6097900:7.8	tt6131270:7.7	tt6209086:7.8	tt6243940:8.3	tt6313232:7.8	tt6380292:7.8	tt6438102:8.1	tt6458708:8.0	tt6506790:7.5	tt6583628:7.9	tt6616536:7.8	tt6623496:7.5	tt6635072:7.9	tt6706096:7.7	tt6706114:8.3	
8	tt6718536:7.9	tt7301508:7.9	tt7305252:8.0	tt7361626:7.8	tt7365106:8.1	tt7365108:7.8	tt7380812:8.1	tt7410146:7.6	tt7536680:7.8	tt7606572:8.2	tt7617482:8.2	tt7689530:7.7	tt7694280:7.7	tt7725518:7.7	tt7889060:7.7	tt7931950:6.8	tt8009334:7.8	tt8125254:8.5	tt8130018:8.3	tt8143586:8.0	tt8152020:8.5	tt8179184:9.2	
