1	tt1552298:-	tt1552299:-	tt1552300:-	tt1552301:-	tt1552302:-	tt1552303:-	tt1552304:-	tt1552305:-	tt1765331:-	
2	tt1673250:-	tt1673251:-	tt1673252:-	tt1673253:-	tt1673254:-	tt1758401:-	tt1871759:-	tt1949904:-	
3	tt1751438:-	
\N	tt1758402:-	tt1758403:-	tt1761813:-	tt1768212:-	tt1903739:-	tt1903740:-	tt1903741:-	tt1903742:-	tt1953057:-	tt2057784:-	tt2070362:-	tt2143645:-	tt2237765:-	tt2267663:-	tt2295947:-	tt2522850:-	
5	tt1903743:-	tt2462102:-	tt2464120:-	tt2493608:-	tt2493610:-	tt2493612:-	tt2495034:-	tt2495036:-	tt2498188:-	tt2519994:-	tt2519996:-	tt2522846:-	tt2522848:-	tt2772218:-	tt2954016:-	tt4595024:-	
4	tt2237761:-	tt2237763:-	tt2247795:-	tt2250743:-	tt2250745:-	tt2250747:-	tt2253313:-	tt2260241:-	tt2263833:-	tt2266155:-	
