\N	tt11347632:-	tt11347636:-	tt7670318:7.6	tt7921446:7.9	tt8277404:7.6	tt8769872:6.7	tt9180832:6.2	
1	tt6100910:8.4	tt6102176:8.0	tt6103904:8.6	tt6128566:8.4	tt6128574:8.2	tt6837208:8.0	tt6837216:8.1	tt6837218:8.4	tt6837222:7.6	tt6837226:7.6	tt6837230:8.2	tt6837234:8.3	tt6837236:7.4	tt6837238:7.7	tt6837244:8.0	tt6837246:7.7	tt6837250:8.1	tt6837256:8.0	tt6837286:7.6	tt6837288:7.6	tt6837290:7.1	
2	tt6837294:7.5	tt6837300:7.3	tt6837302:6.4	tt7099262:7.6	tt7099270:7.9	tt7508306:7.3	tt7716036:6.7	
