54	tt13973608:-	tt13974108:-	tt13975250:-	
1	tt14057494:-	
2	tt14057498:-	
3	tt14057500:-	
4	tt14057506:-	
5	tt14057510:-	
6	tt14057688:-	
7	tt14057692:-	
8	tt14057698:-	
9	tt14057702:-	
10	tt14057708:-	
11	tt14057710:-	
12	tt14057714:-	
13	tt14057720:-	
14	tt14057728:-	
15	tt14057732:-	
16	tt14057738:-	
17	tt14057742:-	
18	tt14057750:-	
19	tt14057754:-	
20	tt14057758:-	
21	tt14057768:-	
22	tt14057778:-	
23	tt14058238:-	
24	tt14058260:-	
25	tt14058280:-	
26	tt14063564:-	
27	tt14063572:-	
28	tt14063576:-	
29	tt14063582:-	
30	tt14063586:-	
31	tt14063588:-	
32	tt14063592:-	
33	tt14063596:-	
34	tt14063618:-	
35	tt14063624:-	
36	tt14063628:-	
37	tt14063634:-	
38	tt14063638:-	
39	tt14063646:-	
40	tt14063664:-	
41	tt14063684:-	
42	tt14063690:-	
43	tt14063692:-	
44	tt14063704:-	
45	tt14063708:-	
46	tt14063874:-	
47	tt14063880:-	
48	tt14063882:-	
49	tt14063884:-	
50	tt14063886:-	
51	tt14063888:-	
52	tt14063892:-	
53	tt14063894:-	
