11	tt11697560:-	tt11697562:-	tt11697564:-	tt11697566:-	tt6465650:-	tt6465656:-	tt6465658:-	tt6465660:-	tt6465662:-	tt6465664:-	tt6465666:-	
10	tt11698204:-	tt11698206:-	tt11698208:-	tt11698212:-	tt11698214:-	tt11698218:-	tt11698220:-	tt11698224:-	tt8516784:-	tt8516836:-	
1	tt11698238:-	tt11698240:-	tt11698242:-	tt11698244:-	tt11698246:-	tt11698248:-	tt11698250:-	tt11698252:-	tt11698254:-	tt11698256:-	
2	tt11698282:-	tt11698284:-	tt11698286:-	tt11698288:-	tt11698290:-	tt11698292:-	tt11698294:-	tt11698296:-	tt11698298:-	tt11698300:-	tt11698302:-	
3	tt11698340:-	tt11698342:-	tt11698344:-	tt11698346:-	tt11698348:-	tt11698350:-	tt11698352:-	tt11698354:-	tt11698356:-	tt11698358:-	
4	tt11698370:-	tt11698372:-	tt11698380:-	tt11698382:-	tt11698384:-	tt11698386:-	tt11698388:-	tt11698390:-	tt11698392:-	tt11698394:-	tt11698398:-	
5	tt11698432:-	tt11698434:-	tt11698444:-	tt11698448:-	tt11698450:-	tt11698452:-	tt11698454:-	tt11698458:-	tt11698462:-	tt11698464:-	
6	tt11698478:-	tt11698480:-	tt11698492:-	tt11698494:-	tt11698496:-	tt11698498:-	tt11698500:-	tt11698502:-	tt11698504:-	tt11698506:-	
7	tt11698514:-	tt11698518:-	tt11698520:-	tt11698522:-	tt11698526:-	tt11698528:-	tt11698530:-	tt11698532:-	tt11698534:-	tt11698536:-	
9	tt11698554:-	tt11698556:-	tt11698562:-	tt11698564:-	tt11698566:-	tt11698568:-	tt11698570:-	tt11698572:-	tt11698574:-	tt11698576:-	tt7912932:-	
8	tt11698596:-	tt11698598:-	tt11698600:-	tt11698602:-	tt11698604:-	tt11698606:-	tt11698610:-	tt11698612:-	
