1	tt0079272:7.1	tt0597204:7.8	tt0597205:7.7	tt0597212:7.6	tt0597213:7.6	tt0597214:7.5	tt0597216:7.6	tt0597217:7.7	tt0597219:7.6	tt0597220:8.2	tt0597245:7.3	tt0597250:7.4	tt0597254:7.7	tt0597258:7.7	tt0597268:7.9	tt0597274:7.5	tt0597276:7.7	tt0597280:7.7	tt0597290:7.6	tt0597297:7.6	tt0597303:7.8	tt0597305:7.6	tt0597308:8.0	
3	tt0394615:7.4	tt0597202:7.3	tt0597210:8.1	tt0597218:7.3	tt0597223:7.6	tt0597226:8.4	tt0597227:7.5	tt0597229:7.6	tt0597231:8.3	tt0597232:7.3	tt0597233:7.9	tt0597234:7.1	tt0597235:7.6	tt0597237:7.9	tt0597240:6.6	tt0597262:7.9	tt0597267:8.0	tt0597277:7.4	tt0597286:7.4	tt0597287:7.6	tt0597288:7.8	tt0597295:7.8	tt0597300:7.7	tt0597301:8.0	
2	tt0597199:7.4	tt0597209:7.9	tt0597222:7.6	tt0597224:8.0	tt0597230:7.4	tt0597246:7.6	tt0597259:7.8	tt0597260:7.2	tt0597261:7.9	tt0597263:7.5	tt0597264:7.8	tt0597265:7.5	tt0597266:7.5	tt0597271:8.1	tt0597282:7.7	tt0597283:7.4	tt0597289:8.1	tt0597291:7.6	tt0597294:7.8	tt0597302:7.9	
4	tt0597200:6.8	tt0597201:7.5	tt0597203:6.8	tt0597207:7.7	tt0597208:7.8	tt0597211:7.3	tt0597221:7.3	tt0597228:7.3	tt0597238:7.5	tt0597239:7.7	tt0597242:7.6	tt0597243:7.5	tt0597248:7.4	tt0597249:7.4	tt0597257:8.0	tt0597269:7.3	tt0597270:7.9	tt0597275:7.9	tt0597278:7.5	tt0597293:8.0	tt0597296:7.3	tt0597306:7.7	
5	tt0597206:7.5	tt0597215:7.5	tt0597236:7.6	tt0597241:7.5	tt0597244:7.6	tt0597247:7.4	tt0597251:8.0	tt0597252:7.7	tt0597253:7.9	tt0597255:7.6	tt0597256:7.7	tt0597272:7.9	tt0597273:7.2	tt0597279:7.4	tt0597281:7.5	tt0597284:7.1	tt0597285:7.3	tt0597292:7.3	tt0597298:7.7	tt0597299:8.6	tt0597304:6.8	tt0597307:7.4	
