3	tt10327956:-	tt10832276:-	tt10832282:-	tt10832288:-	tt10832300:-	tt10832304:-	tt10857266:-	tt10857272:-	tt10873820:-	tt10873822:-	tt10873824:-	tt10888398:-	tt10888454:-	tt10888458:-	tt10888500:-	tt10888502:-	tt10930802:-	tt10930804:-	tt10930806:-	tt10930808:-	tt10930840:-	tt10930842:-	tt10930846:-	tt10930848:-	tt10930850:-	tt10930874:-	tt10930876:-	tt10930878:-	tt10930880:-	tt10930882:-	
4	tt12525090:-	tt12525092:-	tt12525114:-	tt12525122:-	tt12525128:-	tt12525132:-	tt12525178:-	tt12525180:-	tt12525182:-	tt12525184:-	tt12525192:-	tt12525194:-	tt12525200:-	tt12597880:-	tt12597888:-	tt12597906:-	tt12597920:-	tt12597922:-	tt12597926:-	tt12597930:-	tt12597932:-	tt12597934:-	tt12616814:-	tt12616826:-	tt12616832:-	tt12616838:-	tt12637034:-	tt12637036:-	tt12637042:-	tt12637052:-	
1	tt8727466:-	tt8727988:-	tt8727998:-	tt8728002:-	tt8728006:-	tt8728062:-	tt8728064:-	tt8728074:-	tt8728118:-	tt8728126:-	tt8728136:-	tt8728182:-	tt8728186:-	tt8728196:-	tt8728200:-	tt8728204:-	tt8728212:-	tt8728216:-	tt8728218:-	tt8728222:-	
2	tt8850404:-	tt8958964:-	tt8958978:-	tt8958980:-	tt8958982:-	tt8963054:-	tt8965376:-	tt8965428:-	tt8965440:-	tt8965448:-	tt8965458:-	tt8965460:-	tt8965478:-	tt8965542:-	tt8965546:-	tt8965550:-	tt8965552:-	tt8965554:-	tt9142478:-	tt9142944:-	tt9143054:-	tt9148668:-	tt9148716:-	tt9148956:-	tt9149056:-	tt9149166:-	tt9155416:-	tt9155430:-	tt9155458:-	tt9155460:-	
