1	tt11928398:-	tt11928422:-	tt11928466:-	tt11928480:-	tt11928486:-	tt11968476:-	tt11968480:-	tt11968484:-	tt11968490:-	tt11968506:-	tt11968510:-	tt11968520:-	tt11968526:-	tt11968528:-	
2	tt11968542:-	tt11985720:-	tt11985726:-	tt11985746:-	tt11985756:-	tt11985770:-	tt11985794:-	tt11985806:-	tt11985814:-	tt11985830:-	tt11985836:-	tt11985844:-	tt11985854:-	tt11985864:-	tt11985866:-	
7	tt11984560:-	tt11984604:-	tt12025188:-	tt12065070:-	tt12105526:-	tt12140786:-	tt12186698:-	tt12224790:-	tt12268238:-	tt12308678:-	tt12357030:-	tt12393642:-	tt12435718:-	
3	tt11985868:-	tt11991580:-	tt11991588:-	tt11991596:-	tt11991608:-	tt11991614:-	tt11991622:-	tt11991626:-	tt11991634:-	tt11991640:-	tt11991654:-	tt11991658:-	tt11991662:-	tt11991668:-	tt11991680:-	tt11991690:-	tt11991698:-	
4	tt11991706:-	tt12003376:-	tt12003380:-	tt12003386:-	tt12003396:-	tt12003402:-	tt12003404:-	tt12003406:-	tt12003408:-	tt12003412:-	tt12003416:-	tt12003418:-	tt12003422:-	tt12003426:-	tt12003430:-	tt12003436:-	tt12003440:-	
5	tt12003444:-	tt12019098:-	tt12019106:-	tt12019136:-	tt12019138:-	tt12025596:-	tt12025606:-	tt12025610:-	tt12025616:-	tt12025622:-	tt12025626:-	tt12025630:-	tt12025636:-	tt12025638:-	tt12025642:-	tt12025652:-	tt12025672:-	
6	tt12025694:-	tt12036126:-	tt12036144:-	tt12036170:-	tt12036188:-	tt12036192:-	tt12046384:-	tt12046404:-	tt12046418:-	tt12046456:-	tt12046486:-	tt12046498:-	tt12046522:-	tt12046558:-	tt12046576:-	tt12046586:-	tt12046596:-	tt12046604:-	
8	tt14054668:-	tt14061846:-	tt14061850:-	tt14061856:-	tt14061862:-	tt14100790:-	tt14147160:-	tt14192206:-	tt14286324:-	tt14286326:-	tt14389866:-	tt14389872:-	tt14464566:-	tt14464570:-	
