3	tt10309986:7.2	tt8887462:8.1	tt8984962:6.7	tt8984964:6.5	tt8984966:7.1	tt8984970:7.5	tt8984972:6.8	tt8984974:4.9	tt8984978:6.6	
1	tt6038638:6.6	tt6038650:6.5	tt6038654:6.3	tt6038656:6.7	tt6038662:7.3	tt6038666:7.5	tt6038668:6.2	tt6038670:6.5	
2	tt7474674:6.5	tt7496512:6.4	tt7694852:7.2	tt7695348:7.3	tt7695354:6.3	tt7695356:6.8	tt7695360:7.9	tt7695364:6.8	
